,source, target, distance,Unnamed: 3,in_hra_pop
342,VH_F_ciliary_processes_L,VH_F_vitreous_humor_L,-1,,False
343,VH_F_fovea_L,VH_F_vitreous_humor_L,-1,,False
344,VH_F_optic_choroid_L,VH_F_optic_disc_L,-1,,False
345,VH_F_aqueous_humor_L,VH_F_lens_L,-1,,False
346,VH_F_sclera_L,VH_F_trabecular_meshwork_L,-1,,False
347,VH_F_suspensory_ligament_of_lens_L,VH_F_vitreous_humor_L,-1,,False
348,VH_F_fovea_L,VH_F_macula_lutea_L,-1,,False
349,VH_F_iris_L,VH_F_trabecular_meshwork_L,-1,,False
350,VH_F_retina_L,VH_F_sclera_L,-1,,False
351,VH_F_aqueous_humor_L,VH_F_iris_L,-1,,False
352,VH_F_corneo_scleral_junction_L,VH_F_sclera_L,-1,,False
353,VH_F_aqueous_humor_L,VH_F_pupil_L,-1,,False
354,VH_F_schlemms_canal_L,VH_F_trabecular_meshwork_L,-1,,False
355,VH_F_optic_choroid_L,VH_F_retina_L,-1,,False
356,VH_F_lens_L,VH_F_pupil_L,-1,,False
357,VH_F_cornea_L,VH_F_sclera_L,-1,,False
358,VH_F_ciliary_body_L,VH_F_ora_serrata_of_retina_L,-1,,False
359,VH_F_aqueous_humor_L,VH_F_ciliary_body_L,-1,,False
360,VH_F_aqueous_humor_L,VH_F_cornea_L,-1,,False
361,VH_F_optic_choroid_L,VH_F_sclera_L,-1,,False
362,VH_F_ciliary_muscle_L,VH_F_optic_choroid_L,-1,,False
363,VH_F_ciliary_body_L,VH_F_retina_L,-1,,False
364,VH_F_bulbar_conjunctiva_L,VH_F_sclera_L,-1,,False
365,VH_F_ciliary_body_L,VH_F_vitreous_humor_L,-1,,False
366,VH_F_iris_L,VH_F_lens_L,-1,,False
367,VH_F_ciliary_muscle_L,VH_F_suspensory_ligament_of_lens_L,-1,,False
368,VH_F_ora_serrata_of_retina_L,VH_F_retina_L,-1,,False
369,VH_F_ciliary_body_L,VH_F_ciliary_processes_L,-1,,False
370,VH_F_ciliary_body_L,VH_F_iris_L,-1,,False
371,VH_F_ora_serrata_of_retina_L,VH_F_vitreous_humor_L,-1,,False
372,VH_F_ciliary_muscle_L,VH_F_trabecular_meshwork_L,-1,,False
373,VH_F_ciliary_processes_L,VH_F_suspensory_ligament_of_lens_L,-1,,False
374,VH_F_lens_L,VH_F_suspensory_ligament_of_lens_L,-1,,False
375,VH_F_ciliary_muscle_L,VH_F_ora_serrata_of_retina_L,-1,,False
376,VH_F_aqueous_humor_L,VH_F_ciliary_muscle_L,-1,,False
377,VH_F_optic_disc_L,VH_F_retina_L,-1,,False
378,VH_F_aqueous_humor_L,VH_F_trabecular_meshwork_L,-1,,False
379,VH_F_macula_lutea_L,VH_F_retina_L,-1,,False
380,VH_F_macula_lutea_L,VH_F_vitreous_humor_L,-1,,False
381,VH_F_optic_choroid_L,VH_F_suspensory_ligament_of_lens_L,-1,,False
382,VH_F_ciliary_body_L,VH_F_optic_choroid_L,-1,,False
383,VH_F_aqueous_humor_L,VH_F_schlemms_canal_L,-1,,False
384,VH_F_ciliary_muscle_L,VH_F_sclera_L,-1,,False
385,VH_F_cornea_L,VH_F_corneo_scleral_junction_L,-1,,False
386,VH_F_optic_choroid_R,VH_F_sclera_R,-1,,False
387,VH_F_optic_choroid_R,VH_F_ora_serrata_of_retina_R,-1,,False
388,VH_F_iris_R,VH_F_trabecular_meshwork_R,-1,,False
389,VH_F_aqueous_humor_R,VH_F_ciliary_muscle_R,-1,,False
390,VH_F_macula_lutea_R,VH_F_retina_R,-1,,False
391,VH_F_ciliary_muscle_R,VH_F_iris_R,-1,,False
392,VH_F_aqueous_humor_R,VH_F_lens_R,-1,,False
393,VH_F_retina_R,VH_F_vitreous_humor_R,-1,,False
394,VH_F_ciliary_body_R,VH_F_optic_choroid_R,-1,,False
395,VH_F_lens_R,VH_F_pupil_R,-1,,False
396,VH_F_ciliary_body_R,VH_F_ciliary_muscle_R,-1,,False
397,VH_F_aqueous_humor_R,VH_F_ciliary_body_R,-1,,False
398,VH_F_ciliary_muscle_R,VH_F_trabecular_meshwork_R,-1,,False
399,VH_F_aqueous_humor_R,VH_F_iris_R,-1,,False
400,VH_F_optic_choroid_R,VH_F_optic_disc_R,-1,,False
401,VH_F_ora_serrata_of_retina_R,VH_F_retina_R,-1,,False
402,VH_F_aqueous_humor_R,VH_F_cornea_R,-1,,False
403,VH_F_fovea_R,VH_F_macula_lutea_R,-1,,False
404,VH_F_ciliary_body_R,VH_F_iris_R,-1,,False
405,VH_F_ciliary_muscle_R,VH_F_suspensory_ligament_of_lens_R,-1,,False
406,VH_F_sclera_R,VH_F_trabecular_meshwork_R,-1,,False
407,VH_F_cornea_R,VH_F_sclera_R,-1,,False
408,VH_F_aqueous_humor_R,VH_F_trabecular_meshwork_R,-1,,False
409,VH_F_ciliary_muscle_R,VH_F_ciliary_processes_R,-1,,False
410,VH_F_corneo_scleral_junction_R,VH_F_sclera_R,-1,,False
411,VH_F_bulbar_conjunctiva_R,VH_F_sclera_R,-1,,False
412,VH_F_retina_R,VH_F_sclera_R,-1,,False
413,VH_F_ciliary_body_R,VH_F_vitreous_humor_R,-1,,False
414,VH_F_ciliary_body_R,VH_F_suspensory_ligament_of_lens_R,-1,,False
415,VH_F_ciliary_muscle_R,VH_F_ora_serrata_of_retina_R,-1,,False
416,VH_F_iris_R,VH_F_lens_R,-1,,False
417,VH_F_macula_lutea_R,VH_F_vitreous_humor_R,-1,,False
418,VH_F_ciliary_muscle_R,VH_F_sclera_R,-1,,False
419,VH_F_optic_choroid_R,VH_F_suspensory_ligament_of_lens_R,-1,,False
420,VH_F_cornea_R,VH_F_corneo_scleral_junction_R,-1,,False
421,VH_F_schlemms_canal_R,VH_F_trabecular_meshwork_R,-1,,False
422,VH_F_ciliary_body_R,VH_F_ciliary_processes_R,-1,,False
423,VH_F_ciliary_processes_R,VH_F_vitreous_humor_R,-1,,False
424,VH_F_suspensory_ligament_of_lens_R,VH_F_vitreous_humor_R,-1,,False
425,VH_F_lens_R,VH_F_vitreous_humor_R,-1,,False
426,VH_F_ciliary_processes_R,VH_F_suspensory_ligament_of_lens_R,-1,,False
427,VH_F_aqueous_humor_R,VH_F_pupil_R,-1,,False
428,VH_F_optic_disc_R,VH_F_retina_R,-1,,False
429,VH_F_ciliary_muscle_R,VH_F_optic_choroid_R,-1,,False
430,VH_F_lens_R,VH_F_suspensory_ligament_of_lens_R,-1,,False
431,VH_F_ora_serrata_of_retina_R,VH_F_vitreous_humor_R,-1,,False
432,VH_F_aqueous_humor_R,VH_F_schlemms_canal_R,-1,,False
433,VH_F_fovea_R,VH_F_vitreous_humor_R,-1,,False
434,VH_F_ciliary_body_R,VH_F_retina_R,-1,,False
435,VH_F_ciliary_body_R,VH_F_ora_serrata_of_retina_R,-1,,False
436,VH_F_optic_choroid_R,VH_F_retina_R,-1,,False
437,VH_F_ampulla_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,-1,,False
438,VH_F_ampulla_of_uterine_tube_L,VH_F_isthmus_of_fallopian_tube_L,-1,,False
439,VH_F_fibria_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,-1,,False
440,VH_F_fibria_of_uterine_tube_R,VH_F_uterine_tube_infundibulum_R,-1,,False
441,VH_F_ampulla_of_uterine_tube_R,VH_F_uterine_tube_infundibulum_R,-1,,False
442,VH_F_ampulla_of_uterine_tube_R,VH_F_isthmus_of_fallopian_tube_R,-1,,False
443,VH_F_right_cardiac_atrium,VH_F_right_ventricle,-1,,False
444,VH_F_left_cardiac_atrium,VH_F_right_ventricle,-1,,False
445,VH_F_mitral_valve,VH_F_right_ventricle,-1,,False
446,VH_F_interventricular_septum,VH_F_tricuspid_valve,-1,,False
447,VH_F_interventricular_septum,VH_F_papillary_muscle_of_heart_posmed,-1,,False
448,VH_F_papillary_muscle_of_heart_pos,VH_F_right_ventricle,-1,,False
449,VH_F_left_ventricle,VH_F_tricuspid_valve,-1,,False
450,VH_F_pulmonary_valve,VH_F_right_ventricle,-1,,False
451,VH_F_left_cardiac_atrium,VH_F_mitral_valve,-1,,False
452,VH_F_interventricular_septum,VH_F_left_ventricle,-1,,False
453,VH_F_left_cardiac_atrium,VH_F_right_cardiac_atrium,-1,,False
454,VH_F_interventricular_septum,VH_F_right_ventricle,-1,,False
455,VH_F_papillary_muscle_of_heart_med,VH_F_right_ventricle,-1,,False
456,VH_F_left_ventricle,VH_F_right_ventricle,-1,,False
457,VH_F_aortic_valve,VH_F_left_ventricle,-1,,False
458,VH_F_interventricular_septum,VH_F_mitral_valve,-1,,False
459,VH_F_right_cardiac_atrium,VH_F_tricuspid_valve,-1,,False
460,VH_F_papillary_muscle_of_heart_ant,VH_F_right_ventricle,-1,,False
461,VH_F_mitral_valve,VH_F_tricuspid_valve,-1,,False
462,VH_F_left_ventricle,VH_F_mitral_valve,-1,,False
463,VH_F_aortic_valve,VH_F_right_ventricle,-1,,False
464,VH_F_right_ventricle,VH_F_tricuspid_valve,-1,,False
465,VH_F_left_ventricle,VH_F_right_cardiac_atrium,-1,,False
466,VH_F_aortic_valve,VH_F_left_cardiac_atrium,-1,,False
467,VH_F_left_cardiac_atrium,VH_F_left_ventricle,-1,,False
468,VH_F_aortic_valve,VH_F_interventricular_septum,-1,,False
469,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_g,-1,,False
470,VH_F_renal_column_L,VH_F_renal_pyramid_L_d,-1,,False
471,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_f,-1,,False
472,VH_F_renal_column_L,VH_F_renal_pyramid_L_a,-1,,False
473,VH_F_renal_papilla_L_c,VH_F_renal_pyramid_L_c,-1,,False
474,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_f,-1,,False
475,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_a,-1,,False
476,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_d,-1,,False
477,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_a,-1,,False
478,VH_F_renal_column_L,VH_F_renal_pyramid_L_e,-1,,False
479,VH_F_renal_column_L,VH_F_renal_papilla_L_f,-1,,False
480,VH_F_renal_column_L,VH_F_renal_pyramid_L_c,-1,,False
481,VH_F_renal_papilla_L_e,VH_F_renal_pyramid_L_e,-1,,False
482,VH_F_renal_column_L,VH_F_renal_pyramid_L_b,-1,,False
483,VH_F_renal_papilla_L_f,VH_F_renal_pyramid_L_f,-1,,False
484,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_e,-1,,False
485,VH_F_renal_column_L,VH_F_renal_pyramid_L_j,-1,,False
486,VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_g,-1,,False
487,VH_F_hilum_of_kidney_L,VH_F_kidney_capsule_L,-1,,False
488,VH_F_renal_papilla_L_j,VH_F_renal_pyramid_L_j,-1,,False
489,VH_F_renal_column_L,VH_F_renal_papilla_L_b,-1,,False
490,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_c,-1,,False
491,VH_F_renal_column_L,VH_F_renal_papilla_L_j,-1,,False
492,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_b,-1,,False
493,VH_F_renal_column_L,VH_F_renal_pyramid_L_i,-1,,False
494,VH_F_renal_papilla_L_g,VH_F_renal_pyramid_L_g,-1,,False
495,VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_j,-1,,False
496,VH_F_kidney_capsule_L,VH_F_outer_cortex_of_kidney_L,-1,,False
497,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_j,-1,,False
498,VH_F_renal_column_L,VH_F_renal_pyramid_L_h,-1,,False
499,VH_F_renal_column_L,VH_F_renal_pyramid_L_k,-1,,False
500,VH_F_renal_papilla_L_b,VH_F_renal_pyramid_L_b,-1,,False
501,VH_F_renal_papilla_L_k,VH_F_renal_pyramid_L_k,-1,,False
502,VH_F_renal_papilla_L_i,VH_F_renal_pyramid_L_i,-1,,False
503,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_i,-1,,False
504,VH_F_renal_papilla_L_a,VH_F_renal_pyramid_L_a,-1,,False
505,VH_F_renal_papilla_L_d,VH_F_renal_pyramid_L_d,-1,,False
506,VH_F_renal_column_L,VH_F_renal_pyramid_L_g,-1,,False
507,VH_F_hilum_of_kidney_L,VH_F_renal_column_L,-1,,False
508,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_h,-1,,False
509,VH_F_renal_papilla_L_h,VH_F_renal_pyramid_L_h,-1,,False
510,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_g,-1,,False
511,VH_F_hilum_of_kidney_L,VH_F_outer_cortex_of_kidney_L,-1,,False
512,VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_k,-1,,False
513,VH_F_outer_cortex_of_kidney_L,VH_F_renal_column_L,-1,,False
514,VH_F_renal_column_L,VH_F_renal_pyramid_L_f,-1,,False
515,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_f,-1,,False
516,VH_F_renal_column_R,VH_F_renal_papilla_R_b,-1,,False
517,VH_F_kidney_capsule_R,VH_F_outer_cortex_of_kidney_R,-1,,False
518,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_g,-1,,False
519,VH_F_renal_column_R,VH_F_renal_pyramid_R_i,-1,,False
520,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_j,-1,,False
521,VH_F_renal_column_R,VH_F_renal_pyramid_R_c,-1,,False
522,VH_F_renal_papilla_R_f,VH_F_renal_pyramid_R_f,-1,,False
523,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_b,-1,,False
524,VH_F_renal_column_R,VH_F_renal_pyramid_R_a,-1,,False
525,VH_F_hilum_of_kidney_R,VH_F_outer_cortex_of_kidney_R,-1,,False
526,VH_F_renal_column_R,VH_F_renal_pyramid_R_f,-1,,False
527,VH_F_renal_column_R,VH_F_renal_pyramid_R_g,-1,,False
528,VH_F_renal_column_R,VH_F_renal_papilla_R_f,-1,,False
529,VH_F_renal_column_R,VH_F_renal_pyramid_R_j,-1,,False
530,VH_F_renal_papilla_R_b,VH_F_renal_pyramid_R_b,-1,,False
531,VH_F_renal_column_R,VH_F_renal_papilla_R_g,-1,,False
532,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_h,-1,,False
533,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_e,-1,,False
534,VH_F_renal_column_R,VH_F_renal_pyramid_R_b,-1,,False
535,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_d,-1,,False
536,VH_F_renal_papilla_R_c,VH_F_renal_pyramid_R_c,-1,,False
537,VH_F_renal_papilla_R_h,VH_F_renal_pyramid_R_h,-1,,False
538,VH_F_hilum_of_kidney_R,VH_F_kidney_capsule_R,-1,,False
539,VH_F_renal_papilla_R_j,VH_F_renal_pyramid_R_j,-1,,False
540,VH_F_renal_papilla_R_e,VH_F_renal_pyramid_R_e,-1,,False
541,VH_F_hilum_of_kidney_R,VH_F_renal_column_R,-1,,False
542,VH_F_renal_column_R,VH_F_renal_pyramid_R_h,-1,,False
543,VH_F_renal_column_R,VH_F_renal_pyramid_R_e,-1,,False
544,VH_F_renal_column_R,VH_F_renal_papilla_R_a,-1,,False
545,VH_F_renal_column_R,VH_F_renal_pyramid_R_d,-1,,False
546,VH_F_outer_cortex_of_kidney_R,VH_F_renal_column_R,-1,,False
547,VH_F_renal_papilla_R_i,VH_F_renal_pyramid_R_i,-1,,False
548,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_i,-1,,False
549,VH_F_renal_papilla_R_d,VH_F_renal_pyramid_R_d,-1,,False
550,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_c,-1,,False
551,VH_F_renal_papilla_R_a,VH_F_renal_pyramid_R_a,-1,,False
552,VH_F_renal_papilla_R_g,VH_F_renal_pyramid_R_g,-1,,False
553,VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_a,-1,,False
554,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_sup_L,-1,,False
555,VH_F_femur_L,VH_F_lateral_perichondular_surface_L,-1,,False
556,VH_F_articular_cartilage_of_knee_L,VH_F_distal_most_point_of_medial_condyle_L,-1,,False
557,VH_F_lateral_condyle_of_femur_sup_L,VH_F_trochlear_groove_L,-1,,False
558,VH_F_femur_L,VH_F_medial_perichondular_surface_L,-1,,False
559,VH_F_medial_condyle_of_left_femur_sup,VH_F_trochlear_groove_L,-1,,False
560,VH_F_articular_cartilage_of_knee_L,VH_F_meniscus_L,-1,,False
561,VH_F_articular_cartilage_of_knee_L,VH_F_posterior_cruciate_enthesis_L,-1,,False
562,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_inf_L,-1,,False
563,VH_F_femur_L,VH_F_lateral_epicondylar_enthesis_L,-1,,False
564,VH_F_articular_cartilage_of_knee_L,VH_F_medial_condyle_of_left_femur_sup,-1,,False
565,VH_F_femur_L,VH_F_intercondylar_fossa_L,-1,,False
566,VH_F_intercondylar_fossa_L,VH_F_posterior_cruciate_enthesis_L,-1,,False
567,VH_F_articular_cartilage_of_knee_L,VH_F_medial_condyle_of_left_femur_inf,-1,,False
568,VH_F_anterior_cruciate_enthesis_L,VH_F_femur_L,-1,,False
569,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_frontal_L,-1,,False
570,VH_F_medial_condyle_of_left_femur_sup,VH_F_meniscus_L,-1,,False
571,VH_F_medial_epicondylar_enthesis_L,VH_F_medial_perichondular_surface_L,-1,,False
572,VH_F_articular_cartilage_of_knee_L,VH_F_intercondylar_fossa_L,-1,,False
573,VH_F_lateral_epicondylar_enthesis_L,VH_F_lateral_perichondular_surface_L,-1,,False
574,VH_F_articular_cartilage_of_knee_L,VH_F_femur_L,-1,,False
575,VH_F_femur_L,VH_F_medial_epicondylar_enthesis_L,-1,,False
576,VH_F_anterior_cruciate_enthesis_L,VH_F_posterior_cruciate_enthesis_L,-1,,False
577,VH_F_articular_cartilage_of_knee_L,VH_F_trochlear_groove_L,-1,,False
578,VH_F_meniscus_L,VH_F_tibia_L,-1,,False
579,VH_F_femur_L,VH_F_posterior_cruciate_enthesis_L,-1,,False
580,VH_F_anterior_cruciate_enthesis_L,VH_F_articular_cartilage_of_knee_L,-1,,False
581,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_inf_R,-1,,False
582,VH_F_meniscus_R,VH_F_tibia_R,-1,,False
583,VH_F_femur_R,VH_F_medial_epicondylar_enthesis_R,-1,,False
584,VH_F_lateral_epicondylar_enthesis_R,VH_F_lateral_perichondular_surface_R,-1,,False
585,VH_F_anterior_cruciate_enthesis_R,VH_F_articular_cartilage_of_knee_R,-1,,False
586,VH_F_articular_cartilage_of_knee_R,VH_F_medial_condyle_of_right_femur_sup,-1,,False
587,VH_F_femur_R,VH_F_medial_perichondular_surface_R,-1,,False
588,VH_F_femur_R,VH_F_intercondylar_fossa_R,-1,,False
589,VH_F_medial_condyle_of_right_femur_sup,VH_F_meniscus_R,-1,,False
590,VH_F_anterior_cruciate_enthesis_R,VH_F_posterior_cruciate_enthesis_R,-1,,False
591,VH_F_articular_cartilage_of_knee_R,VH_F_intercondylar_fossa_R,-1,,False
592,VH_F_articular_cartilage_of_knee_R,VH_F_meniscus_R,-1,,False
593,VH_F_medial_condyle_of_right_femur_sup,VH_F_trochlear_groove_R,-1,,False
594,VH_F_articular_cartilage_of_knee_R,VH_F_trochlear_groove_R,-1,,False
595,VH_F_articular_cartilage_of_knee_R,VH_F_distal_most_point_of_medial_condyle_R,-1,,False
596,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_sup_R,-1,,False
597,VH_F_femur_R,VH_F_posterior_cruciate_enthesis_R,-1,,False
598,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_frontal_R,-1,,False
599,VH_F_lateral_condyle_of_femur_sup_R,VH_F_trochlear_groove_R,-1,,False
600,VH_F_anterior_cruciate_enthesis_R,VH_F_femur_R,-1,,False
601,VH_F_articular_cartilage_of_knee_R,VH_F_posterior_cruciate_enthesis_R,-1,,False
602,VH_F_femur_R,VH_F_lateral_perichondular_surface_R,-1,,False
603,VH_F_medial_epicondylar_enthesis_R,VH_F_medial_perichondular_surface_R,-1,,False
604,VH_F_articular_cartilage_of_knee_R,VH_F_femur_R,-1,,False
605,VH_F_femur_R,VH_F_lateral_epicondylar_enthesis_R,-1,,False
606,VH_F_intercondylar_fossa_R,VH_F_posterior_cruciate_enthesis_R,-1,,False
607,VH_F_articular_cartilage_of_knee_R,VH_F_medial_condyle_of_right_femur_inf,-1,,False
608,VH_F_cricoid_cartilage,VH_F_thyroid_cartilage,-1,,False
609,VH_F_arytenoid_cartilage_R,VH_F_cricoid_cartilage,-1,,False
610,VH_F_arytenoid_cartilage_L,VH_F_corniculate_cartilage_L,-1,,False
611,VH_F_arytenoid_cartilage_L,VH_F_cricoid_cartilage,-1,,False
612,VH_F_arytenoid_cartilage_R,VH_F_corniculate_cartilage_R,-1,,False
613,VH_F_caudate_lobe,VH_F_right_posterosuperior_segment,-1,,False
614,VH_F_porta_hepatis,VH_F_round_ligament_of_liver,-1,,False
615,VH_F_coronary_ligament_of_liver,VH_F_right_posterosuperior_segment,-1,,False
616,VH_F_right_anterosuperior_segment,VH_F_right_posterosuperior_segment,-1,,False
617,VH_F_right_anteroinferior_segment,VH_F_right_posterosuperior_segment,-1,,False
618,VH_F_capsule_of_the_liver,VH_F_renal_impression_of_liver,-1,,False
619,VH_F_diaphragmatic_surface_of_liver,VH_F_ligamentum_venosum,-1,,False
620,VH_F_falciform_ligament,VH_F_left_anterolateral_segment,-1,,False
621,VH_F_gastric_impression_of_liver,VH_F_left_superomedial_segment,-1,,False
622,VH_F_left_inferomedial_segment,VH_F_quadrate_lobe,-1,,False
623,VH_F_hepataduodenal_ligament,VH_F_porta_hepatis,-1,,False
624,VH_F_hepataduodenal_ligament,VH_F_round_ligament_of_liver,-1,,False
625,VH_F_capsule_of_the_liver,VH_F_right_anteroinferior_segment,-1,,False
626,VH_F_caudate_lobe,VH_F_right_posteroinferior_segment,-1,,False
627,VH_F_left_inferomedial_segment,VH_F_left_superomedial_segment1,-1,,False
628,VH_F_capsule_of_the_liver,VH_F_round_ligament_of_liver,-1,,False
629,VH_F_capsule_of_the_liver,VH_F_porta_hepatis,-1,,False
630,VH_F_coronary_ligament_of_liver,VH_F_right_posteroinferior_segment,-1,,False
631,VH_F_right_anterosuperior_segment,VH_F_right_posteroinferior_segment,-1,,False
632,VH_F_caudate_lobe,VH_F_suprarenal_impression_of_liver,-1,,False
633,VH_F_capsule_of_the_liver,VH_F_esophageal_impression_of_liver,-1,,False
634,VH_F_right_anteroinferior_segment,VH_F_right_posteroinferior_segment,-1,,False
635,VH_F_coronary_ligament_of_liver,VH_F_suprarenal_impression_of_liver,-1,,False
636,VH_F_right_posteroinferior_segment,VH_F_right_posterosuperior_segment,-1,,False
637,VH_F_diaphragmatic_surface_of_liver,VH_F_renal_impression_of_liver,-1,,False
638,VH_F_capsule_of_the_liver,VH_F_duodenal_impression_of_liver,-1,,False
639,VH_F_hepataduodenal_ligament,VH_F_ligamentum_venosum,-1,,False
640,VH_F_left_anterolateral_segment,VH_F_left_inferomedial_segment,-1,,False
641,VH_F_falciform_ligament,VH_F_left_superomedial_segment,-1,,False
642,VH_F_capsule_of_the_liver,VH_F_left_anterolateral_segment,-1,,False
643,VH_F_diaphragmatic_surface_of_liver,VH_F_right_anteroinferior_segment,-1,,False
644,VH_F_diaphragmatic_surface_of_liver,VH_F_round_ligament_of_liver,-1,,False
645,VH_F_diaphragmatic_surface_of_liver,VH_F_esophageal_impression_of_liver,-1,,False
646,VH_F_caudate_lobe,VH_F_quadrate_lobe,-1,,False
647,VH_F_colic_impression_of_liver,VH_F_diaphragmatic_surface_of_liver,-1,,False
648,VH_F_caudate_lobe,VH_F_left_superomedial_segment1,-1,,False
649,VH_F_colic_impression_of_liver,VH_F_quadrate_lobe,-1,,False
650,VH_F_diaphragmatic_surface_of_liver,VH_F_duodenal_impression_of_liver,-1,,False
651,VH_F_diaphragmatic_surface_of_liver,VH_F_left_anterolateral_segment,-1,,False
652,VH_F_capsule_of_the_liver,VH_F_left_superomedial_segment,-1,,False
653,VH_F_capsule_of_the_liver,VH_F_triangular_ligament_of_liver,-1,,False
654,VH_F_capsule_of_the_liver,VH_F_caudate_lobe,-1,,False
655,VH_F_capsule_of_the_liver,VH_F_hepataduodenal_ligament,-1,,False
656,VH_F_bare_area_of_liver,VH_F_capsule_of_the_liver,-1,,False
657,VH_F_bare_area_of_liver,VH_F_caudate_lobe,-1,,False
658,VH_F_caudate_lobe,VH_F_right_anterosuperior_segment,-1,,False
659,VH_F_caudate_lobe,VH_F_right_anteroinferior_segment,-1,,False
660,VH_F_caudate_lobe,VH_F_porta_hepatis,-1,,False
661,VH_F_coronary_ligament_of_liver,VH_F_right_anterosuperior_segment,-1,,False
662,VH_F_falciform_ligament,VH_F_left_inferomedial_segment,-1,,False
663,VH_F_hepataduodenal_ligament,VH_F_left_anterolateral_segment,-1,,False
664,VH_F_duodenal_impression_of_liver,VH_F_right_anteroinferior_segment,-1,,False
665,VH_F_diaphragmatic_surface_of_liver,VH_F_left_superomedial_segment,-1,,False
666,VH_F_right_anteroinferior_segment,VH_F_right_anterosuperior_segment,-1,,False
667,VH_F_bare_area_of_liver,VH_F_right_posterosuperior_segment,-1,,False
668,VH_F_caudate_lobe,VH_F_coronary_ligament_of_liver,-1,,False
669,VH_F_caudate_lobe,VH_F_diaphragmatic_surface_of_liver,-1,,False
670,VH_F_coronary_ligament_of_liver,VH_F_diaphragmatic_surface_of_liver,-1,,False
671,VH_F_diaphragmatic_surface_of_liver,VH_F_hepataduodenal_ligament,-1,,False
672,VH_F_left_superomedial_segment,VH_F_left_superomedial_segment1,-1,,False
673,VH_F_capsule_of_the_liver,VH_F_suprarenal_impression_of_liver,-1,,False
674,VH_F_esophageal_impression_of_liver,VH_F_ligamentum_venosum,-1,,False
675,VH_F_left_anterolateral_segment,VH_F_quadrate_lobe,-1,,False
676,VH_F_bare_area_of_liver,VH_F_right_posteroinferior_segment,-1,,False
677,VH_F_caudate_lobe,VH_F_ligamentum_venosum,-1,,False
678,VH_F_caudate_lobe,VH_F_left_anterolateral_segment,-1,,False
679,VH_F_left_anterolateral_segment,VH_F_left_superomedial_segment1,-1,,False
680,VH_F_left_anterolateral_segment,VH_F_ligamentum_venosum,-1,,False
681,VH_F_bare_area_of_liver,VH_F_suprarenal_impression_of_liver,-1,,False
682,VH_F_capsule_of_the_liver,VH_F_left_inferomedial_segment,-1,,False
683,VH_F_renal_impression_of_liver,VH_F_right_posteroinferior_segment,-1,,False
684,VH_F_diaphragmatic_surface_of_liver,VH_F_right_posteroinferior_segment,-1,,False
685,VH_F_renal_impression_of_liver,VH_F_suprarenal_impression_of_liver,-1,,False
686,VH_F_capsule_of_the_liver,VH_F_colic_impression_of_liver,-1,,False
687,VH_F_diaphragmatic_surface_of_liver,VH_F_suprarenal_impression_of_liver,-1,,False
688,VH_F_caudate_lobe,VH_F_renal_impression_of_liver,-1,,False
689,VH_F_coronary_ligament_of_liver,VH_F_renal_impression_of_liver,-1,,False
690,VH_F_gastric_impression_of_liver,VH_F_left_anterolateral_segment,-1,,False
691,VH_F_left_anterolateral_segment,VH_F_round_ligament_of_liver,-1,,False
692,VH_F_left_anterolateral_segment,VH_F_porta_hepatis,-1,,False
