gene_label,in_hra,in_hra_pop,in_kpmp,in_mosdap,all_four
EIPR1,0,1,0,0,False
ELAC1,0,1,0,0,False
ELAC2,0,1,0,0,False
ELANE,1,1,0,0,False
ELAPOR1,0,1,0,0,False
ELAPOR2,0,1,0,0,False
ELAVL1,0,1,0,0,False
ELAVL2,0,1,0,0,False
ELAVL3,0,1,0,0,False
ELAVL4,0,1,0,0,False
ELF1,0,1,0,0,False
ELF2,0,1,0,0,False
ELF3,1,1,1,0,False
ELF3-AS1,0,1,0,0,False
ELF4,0,1,0,0,False
ELF5,0,1,1,0,False
ELFN1-AS1,0,1,0,0,False
ELK1,0,1,0,0,False
ELK3,0,1,0,0,False
ELK4,0,1,0,0,False
ELL,0,1,0,0,False
ELL2,0,1,0,0,False
ELL3,0,1,0,0,False
ELMO1,0,1,1,0,False
ELMO1-AS1,0,1,0,0,False
ELMO2,0,1,0,0,False
ELMO3,0,1,0,0,False
ELMOD2,0,1,0,0,False
ELMOD3,0,1,0,0,False
ELN,1,1,0,0,False
ELN-AS1,0,1,0,0,False
ELOA,0,1,0,0,False
ELOA-AS1,0,1,0,0,False
ELOB,0,1,0,0,False
ELOC,0,1,0,0,False
ELOCP19,0,1,0,0,False
ELOCP30,0,1,0,0,False
ELOF1,0,1,0,0,False
ELOVL1,0,1,0,0,False
ELOVL2,0,1,0,0,False
ELOVL4,1,1,0,0,False
ELOVL5,0,1,0,0,False
ELOVL6,0,1,0,0,False
ELOVL7,0,1,0,1,False
ELP1,0,1,0,0,False
ELP2,0,1,0,0,False
ELP3,0,1,0,0,False
ELP4,0,1,0,0,False
ELP5,0,1,0,0,False
ELP6,0,1,0,0,False
EMB,0,1,0,0,False
EMC1,0,1,0,0,False
EMC10,0,1,0,0,False
EMC2,0,1,0,0,False
EMC3,0,1,0,0,False
EMC3-AS1,0,1,0,0,False
EMC4,0,1,0,0,False
EMC6,0,1,0,0,False
EMC7,0,1,0,0,False
EMC8,0,1,0,0,False
EMC9,0,1,0,0,False
EMCN,1,1,1,0,False
EMD,0,1,0,0,False
EME1,0,1,0,0,False
EME2,0,1,0,0,False
EMG1,0,1,0,0,False
EMID1,0,1,0,0,False
EMILIN1,0,1,0,1,False
EMILIN2,0,1,0,0,False
EML1,0,1,0,0,False
EML2,0,1,0,0,False
EML2-AS1,0,1,0,0,False
EML4,0,1,0,0,False
EML5,0,1,0,0,False
EML6,0,1,0,0,False
EMP1,0,1,0,0,False
EMP2,0,1,0,0,False
EMP3,0,1,0,0,False
EMSY,0,1,0,0,False
EMSY-DT,0,1,0,0,False
EMX1,0,1,1,0,False
EMX2,1,1,0,0,False
EMX2OS,0,1,0,0,False
ENAH,0,1,0,0,False
ENAM,0,1,0,0,False
ENC1,0,1,0,0,False
ENDOD1,0,1,0,0,False
ENDOG,0,1,0,0,False
ENDOV,0,1,0,0,False
ENG,1,1,0,0,False
ENGASE,0,1,0,0,False
ENHO,0,1,0,0,False
ENKD1,0,1,0,0,False
ENKUR,0,1,0,0,False
ENO1,0,1,0,0,False
ENO1P1,0,1,0,0,False
ENO2,1,1,0,0,False
ENO3,0,1,0,0,False
ENOPH1,0,1,0,0,False
ENOSF1,0,1,0,0,False
ENOX1,0,1,0,0,False
ENOX2,0,1,0,0,False
ENPEP,0,1,0,0,False
ENPP1,0,1,0,0,False
ENPP2,1,1,0,0,False
ENPP3,1,1,0,0,False
ENPP4,0,1,0,0,False
ENPP6,0,1,0,0,False
ENPP7P1,0,1,0,0,False
ENPP7P10,0,1,0,0,False
ENPP7P15,0,1,0,0,False
ENPP7P4,0,1,0,0,False
ENPP7P6,0,1,0,0,False
ENPP7P7,0,1,0,0,False
ENPP7P8,0,1,0,0,False
ENSA,0,1,0,0,False
ENSG00000100101.15,0,1,0,0,False
ENSG00000111780,0,1,0,0,False
ENSG00000111780.8,0,1,0,0,False
ENSG00000112096.19,0,1,0,0,False
ENSG00000124593.16,0,1,0,0,False
ENSG00000125695,0,1,0,0,False
ENSG00000125695.12,0,1,0,0,False
ENSG00000130723.20,0,1,0,0,False
ENSG00000132832,0,1,0,0,False
ENSG00000137808.12,0,1,0,0,False
ENSG00000141979.4,0,1,0,0,False
ENSG00000149656.8,0,1,0,0,False
ENSG00000165121.11,0,1,0,0,False
ENSG00000167774.2,0,1,0,0,False
ENSG00000167807,0,1,0,0,False
ENSG00000173867.10,0,1,0,0,False
ENSG00000174171,0,1,0,0,False
ENSG00000176320,0,1,0,0,False
ENSG00000176515.1,0,1,0,0,False
ENSG00000177359.20,0,1,0,0,False
ENSG00000178107.2,0,1,0,0,False
ENSG00000181123,0,1,0,0,False
ENSG00000181123.8,0,1,0,0,False
ENSG00000183308,0,1,0,0,False
ENSG00000184906.11,0,1,0,0,False
ENSG00000185641,0,1,0,0,False
ENSG00000185641.6,0,1,0,0,False
ENSG00000185839.3,0,1,0,0,False
ENSG00000186076.5,0,1,0,0,False
ENSG00000186148.13,0,1,0,0,False
ENSG00000187186.15,0,1,0,0,False
ENSG00000187951,0,1,0,0,False
ENSG00000187951.11,0,1,0,0,False
ENSG00000188512.6,0,1,0,0,False
ENSG00000188897,0,1,0,0,False
ENSG00000188897.9,0,1,0,0,False
ENSG00000196395.7,0,1,0,0,False
ENSG00000196656.7,0,1,0,0,False
ENSG00000196826.7,0,1,0,0,False
ENSG00000197210,0,1,0,0,False
ENSG00000197550.3,0,1,0,0,False
ENSG00000197585,0,1,0,0,False
ENSG00000197991.11,0,1,0,0,False
ENSG00000198106,0,1,0,0,False
ENSG00000202198.1,0,1,0,0,False
ENSG00000203279,0,1,0,0,False
ENSG00000203325,0,1,0,0,False
ENSG00000203325.3,0,1,0,0,False
ENSG00000203395.2,0,1,0,0,False
ENSG00000203396,0,1,0,0,False
ENSG00000203411.3,0,1,0,0,False
ENSG00000203434,0,1,0,0,False
ENSG00000203434.2,0,1,0,0,False
ENSG00000203469.2,0,1,0,0,False
ENSG00000203496.9,0,1,0,0,False
ENSG00000203498,0,1,0,0,False
ENSG00000203565,0,1,0,0,False
ENSG00000203593,0,1,0,0,False
ENSG00000203593.3,0,1,0,0,False
ENSG00000203812.2,0,1,0,0,False
ENSG00000204584,0,1,0,0,False
ENSG00000204814,0,1,0,0,False
ENSG00000205018,0,1,0,0,False
ENSG00000205037.2,0,1,0,0,False
ENSG00000205236.6,0,1,0,0,False
ENSG00000205414.1,0,1,0,0,False
ENSG00000205485.13,0,1,0,0,False
ENSG00000205794.4,0,1,0,0,False
ENSG00000206195.11,0,1,0,0,False
ENSG00000206567,0,1,0,0,False
ENSG00000212663,0,1,0,0,False
ENSG00000212939,0,1,0,0,False
ENSG00000213058,0,1,0,0,False
ENSG00000213058.3,0,1,0,0,False
ENSG00000213121.2,0,1,0,0,False
ENSG00000213280.2,0,1,0,0,False
ENSG00000213315,0,1,0,0,False
ENSG00000213600,0,1,0,0,False
ENSG00000213750,0,1,0,0,False
ENSG00000213939,0,1,0,0,False
ENSG00000213939.4,0,1,0,0,False
ENSG00000213963,0,1,0,0,False
ENSG00000213963.6,0,1,0,0,False
ENSG00000213994,0,1,0,0,False
ENSG00000214265,0,1,0,0,False
ENSG00000214593.3,0,1,0,0,False
ENSG00000214719,0,1,0,0,False
ENSG00000214719.13,0,1,0,0,False
ENSG00000214803.3,0,1,0,0,False
ENSG00000215022.7,0,1,0,0,False
ENSG00000215146.5,0,1,0,0,False
ENSG00000215271.9,0,1,0,0,False
ENSG00000217455,0,1,0,0,False
ENSG00000218048.2,0,1,0,0,False
ENSG00000218175,0,1,0,0,False
ENSG00000218175.2,0,1,0,0,False
ENSG00000218227.3,0,1,0,0,False
ENSG00000218426,0,1,0,0,False
ENSG00000218426.5,0,1,0,0,False
ENSG00000218586.3,0,1,0,0,False
ENSG00000219529.2,0,1,0,0,False
ENSG00000219928,0,1,0,0,False
ENSG00000220256,0,1,0,0,False
ENSG00000220695.1,0,1,0,0,False
ENSG00000221857.7,0,1,0,0,False
ENSG00000222031,0,1,0,0,False
ENSG00000222031.1,0,1,0,0,False
ENSG00000223342,0,1,0,0,False
ENSG00000223393.2,0,1,0,0,False
ENSG00000223492.1,0,1,0,0,False
ENSG00000223502,0,1,0,0,False
ENSG00000223522,0,1,0,0,False
ENSG00000223542.1,0,1,0,0,False
ENSG00000223598.1,0,1,0,0,False
ENSG00000223697,0,1,0,0,False
ENSG00000223720.2,0,1,0,0,False
ENSG00000223727,0,1,0,0,False
ENSG00000223779.6,0,1,0,0,False
ENSG00000223786,0,1,0,0,False
ENSG00000223786.1,0,1,0,0,False
ENSG00000223829.6,0,1,0,0,False
ENSG00000223838,0,1,0,0,False
ENSG00000223930,0,1,0,0,False
ENSG00000223944.2,0,1,0,0,False
ENSG00000223989.1,0,1,0,0,False
ENSG00000224016.2,0,1,0,0,False
ENSG00000224228,0,1,0,0,False
ENSG00000224228.2,0,1,0,0,False
ENSG00000224260.6,0,1,0,0,False
ENSG00000224267.1,0,1,0,0,False
ENSG00000224331.2,0,1,0,0,False
ENSG00000224363.2,0,1,0,0,False
ENSG00000224376,0,1,0,0,False
ENSG00000224376.1,0,1,0,0,False
ENSG00000224427.1,0,1,0,0,False
ENSG00000224478.3,0,1,0,0,False
ENSG00000224481.3,0,1,0,0,False
ENSG00000224513.2,0,1,0,0,False
ENSG00000224521.2,0,1,0,0,False
ENSG00000224541.1,0,1,0,0,False
ENSG00000224556.2,0,1,0,0,False
ENSG00000224595.1,0,1,0,0,False
ENSG00000224643.5,0,1,0,0,False
ENSG00000224658.1,0,1,0,0,False
ENSG00000224698.1,0,1,0,0,False
ENSG00000224746,0,1,0,0,False
ENSG00000224746.2,0,1,0,0,False
ENSG00000224814.1,0,1,0,0,False
ENSG00000224905,0,1,0,0,False
ENSG00000224972.1,0,1,0,0,False
ENSG00000225011.4,0,1,0,0,False
ENSG00000225044.1,0,1,0,0,False
ENSG00000225057.2,0,1,0,0,False
ENSG00000225096,0,1,0,0,False
ENSG00000225096.3,0,1,0,0,False
ENSG00000225148.1,0,1,0,0,False
ENSG00000225178.5,0,1,0,0,False
ENSG00000225200.2,0,1,0,0,False
ENSG00000225258,0,1,0,0,False
ENSG00000225311.1,0,1,0,0,False
ENSG00000225313.5,0,1,0,0,False
ENSG00000225339,0,1,0,0,False
ENSG00000225356.3,0,1,0,0,False
ENSG00000225420,0,1,0,0,False
ENSG00000225420.1,0,1,0,0,False
ENSG00000225475,0,1,0,0,False
ENSG00000225489,0,1,0,0,False
ENSG00000225519,0,1,0,0,False
ENSG00000225610.1,0,1,0,0,False
ENSG00000225649,0,1,0,0,False
ENSG00000225689,0,1,0,0,False
ENSG00000225689.2,0,1,0,0,False
ENSG00000225718,0,1,0,0,False
ENSG00000225718.2,0,1,0,0,False
ENSG00000225751.2,0,1,0,0,False
ENSG00000225806,0,1,0,0,False
ENSG00000225807.2,0,1,0,0,False
ENSG00000225811,0,1,0,0,False
ENSG00000225840.2,0,1,0,0,False
ENSG00000225885,0,1,0,0,False
ENSG00000225885.7,0,1,0,0,False
ENSG00000225889,0,1,0,0,False
ENSG00000225932.3,0,1,0,0,False
ENSG00000225952.1,0,1,0,0,False
ENSG00000225963,0,1,0,0,False
ENSG00000225986.1,0,1,0,0,False
ENSG00000226012,0,1,0,0,False
ENSG00000226022.1,0,1,0,0,False
ENSG00000226043,0,1,0,0,False
ENSG00000226149,0,1,0,0,False
ENSG00000226149.6,0,1,0,0,False
ENSG00000226193,0,1,0,0,False
ENSG00000226266,0,1,0,0,False
ENSG00000226380.9,0,1,0,0,False
ENSG00000226403.2,0,1,0,0,False
ENSG00000226439.3,0,1,0,0,False
ENSG00000226454.3,0,1,0,0,False
ENSG00000226455,0,1,0,0,False
ENSG00000226465,0,1,0,0,False
ENSG00000226471,0,1,0,0,False
ENSG00000226471.6,0,1,0,0,False
ENSG00000226542.1,0,1,0,0,False
ENSG00000226571,0,1,0,0,False
ENSG00000226571.2,0,1,0,0,False
ENSG00000226601,0,1,0,0,False
ENSG00000226640,0,1,0,0,False
ENSG00000226640.2,0,1,0,0,False
ENSG00000226699.1,0,1,0,0,False
ENSG00000226816,0,1,0,0,False
ENSG00000226824,0,1,0,0,False
ENSG00000226824.7,0,1,0,0,False
ENSG00000226829.2,0,1,0,0,False
ENSG00000226838.1,0,1,0,0,False
ENSG00000226899,0,1,0,0,False
ENSG00000226900,0,1,0,0,False
ENSG00000226919.4,0,1,0,0,False
ENSG00000226965,0,1,0,0,False
ENSG00000226994,0,1,0,0,False
ENSG00000226994.9,0,1,0,0,False
ENSG00000227077.3,0,1,0,0,False
ENSG00000227088,0,1,0,0,False
ENSG00000227088.2,0,1,0,0,False
ENSG00000227094.1,0,1,0,0,False
ENSG00000227192.1,0,1,0,0,False
ENSG00000227197.1,0,1,0,0,False
ENSG00000227240,0,1,0,0,False
ENSG00000227240.2,0,1,0,0,False
ENSG00000227307,0,1,0,0,False
ENSG00000227307.1,0,1,0,0,False
ENSG00000227355,0,1,0,0,False
ENSG00000227388.3,0,1,0,0,False
ENSG00000227407,0,1,0,0,False
ENSG00000227463,0,1,0,0,False
ENSG00000227482.1,0,1,0,0,False
ENSG00000227486,0,1,0,0,False
ENSG00000227486.2,0,1,0,0,False
ENSG00000227531,0,1,0,0,False
ENSG00000227598,0,1,0,0,False
ENSG00000227598.1,0,1,0,0,False
ENSG00000227615,0,1,0,0,False
ENSG00000227615.1,0,1,0,0,False
ENSG00000227619,0,1,0,0,False
ENSG00000227627,0,1,0,0,False
ENSG00000227627.3,0,1,0,0,False
ENSG00000227632.2,0,1,0,0,False
ENSG00000227678.8,0,1,0,0,False
ENSG00000227681,0,1,0,0,False
ENSG00000227681.5,0,1,0,0,False
ENSG00000227704.1,0,1,0,0,False
ENSG00000227705.1,0,1,0,0,False
ENSG00000227718.1,0,1,0,0,False
ENSG00000227766.1,0,1,0,0,False
ENSG00000227769,0,1,0,0,False
ENSG00000227803,0,1,0,0,False
ENSG00000227885,0,1,0,0,False
ENSG00000227885.3,0,1,0,0,False
ENSG00000227914.3,0,1,0,0,False
ENSG00000227948.4,0,1,0,0,False
ENSG00000227958.1,0,1,0,0,False
ENSG00000228005.1,0,1,0,0,False
ENSG00000228027.1,0,1,0,0,False
ENSG00000228048.1,0,1,0,0,False
ENSG00000228061,0,1,0,0,False
ENSG00000228084,0,1,0,0,False
ENSG00000228086.1,0,1,0,0,False
ENSG00000228113,0,1,0,0,False
ENSG00000228113.7,0,1,0,0,False
ENSG00000228142.2,0,1,0,0,False
ENSG00000228144.2,0,1,0,0,False
ENSG00000228156.1,0,1,0,0,False
ENSG00000228157.4,0,1,0,0,False
ENSG00000228162.1,0,1,0,0,False
ENSG00000228216.1,0,1,0,0,False
ENSG00000228302,0,1,0,0,False
ENSG00000228315.12,0,1,0,0,False
ENSG00000228330.1,0,1,0,0,False
ENSG00000228334.2,0,1,0,0,False
ENSG00000228351,0,1,0,0,False
ENSG00000228384.4,0,1,0,0,False
ENSG00000228395,0,1,0,0,False
ENSG00000228399.1,0,1,0,0,False
ENSG00000228401,0,1,0,0,False
ENSG00000228401.5,0,1,0,0,False
ENSG00000228407.2,0,1,0,0,False
ENSG00000228408,0,1,0,0,False
ENSG00000228427,0,1,0,0,False
ENSG00000228430.9,0,1,0,0,False
ENSG00000228434,0,1,0,0,False
ENSG00000228477.1,0,1,0,0,False
ENSG00000228484,0,1,0,0,False
ENSG00000228509.6,0,1,0,0,False
ENSG00000228566,0,1,0,0,False
ENSG00000228566.2,0,1,0,0,False
ENSG00000228586.1,0,1,0,0,False
ENSG00000228592.2,0,1,0,0,False
ENSG00000228627.2,0,1,0,0,False
ENSG00000228634.1,0,1,0,0,False
ENSG00000228643.1,0,1,0,0,False
ENSG00000228655,0,1,0,0,False
ENSG00000228655.7,0,1,0,0,False
ENSG00000228714.4,0,1,0,0,False
ENSG00000228741.2,0,1,0,0,False
ENSG00000228835,0,1,0,0,False
ENSG00000228863,0,1,0,0,False
ENSG00000228944,0,1,0,0,False
ENSG00000228944.1,0,1,0,0,False
ENSG00000228959.1,0,1,0,0,False
ENSG00000229021.2,0,1,0,0,False
ENSG00000229066,0,1,0,0,False
ENSG00000229066.2,0,1,0,0,False
ENSG00000229116,0,1,0,0,False
ENSG00000229131.1,0,1,0,0,False
ENSG00000229151,0,1,0,0,False
ENSG00000229178,0,1,0,0,False
ENSG00000229209.1,0,1,0,0,False
ENSG00000229212.8,0,1,0,0,False
ENSG00000229257,0,1,0,0,False
ENSG00000229297.1,0,1,0,0,False
ENSG00000229308,0,1,0,0,False
ENSG00000229308.1,0,1,0,0,False
ENSG00000229311.1,0,1,0,0,False
ENSG00000229337.2,0,1,0,0,False
ENSG00000229370.1,0,1,0,0,False
ENSG00000229425,0,1,0,0,False
ENSG00000229447.2,0,1,0,0,False
ENSG00000229491.5,0,1,0,0,False
ENSG00000229618,0,1,0,0,False
ENSG00000229618.3,0,1,0,0,False
ENSG00000229628,0,1,0,0,False
ENSG00000229642,0,1,0,0,False
ENSG00000229664,0,1,0,0,False
ENSG00000229682.1,0,1,0,0,False
ENSG00000229694,0,1,0,0,False
ENSG00000229727.7,0,1,0,0,False
ENSG00000229732.1,0,1,0,0,False
ENSG00000229896,0,1,0,0,False
ENSG00000229939.1,0,1,0,0,False
ENSG00000230021,0,1,0,0,False
ENSG00000230021.10,0,1,0,0,False
ENSG00000230027,0,1,0,0,False
ENSG00000230063.1,0,1,0,0,False
ENSG00000230074.3,0,1,0,0,False
ENSG00000230149.2,0,1,0,0,False
ENSG00000230186,0,1,0,0,False
ENSG00000230258,0,1,0,0,False
ENSG00000230258.6,0,1,0,0,False
ENSG00000230289,0,1,0,0,False
ENSG00000230333,0,1,0,0,False
ENSG00000230333.6,0,1,0,0,False
ENSG00000230379.5,0,1,0,0,False
ENSG00000230437.1,0,1,0,0,False
ENSG00000230490,0,1,0,0,False
ENSG00000230490.3,0,1,0,0,False
ENSG00000230516.1,0,1,0,0,False
ENSG00000230534,0,1,0,0,False
ENSG00000230552,0,1,0,0,False
ENSG00000230552.6,0,1,0,0,False
ENSG00000230597.1,0,1,0,0,False
ENSG00000230615.7,0,1,0,0,False
ENSG00000230623.6,0,1,0,0,False
ENSG00000230626,0,1,0,0,False
ENSG00000230648,0,1,0,0,False
ENSG00000230684.1,0,1,0,0,False
ENSG00000230699,0,1,0,0,False
ENSG00000230709,0,1,0,0,False
ENSG00000230732,0,1,0,0,False
ENSG00000230747,0,1,0,0,False
ENSG00000230773,0,1,0,0,False
ENSG00000230773.9,0,1,0,0,False
ENSG00000230782.1,0,1,0,0,False
ENSG00000230826.1,0,1,0,0,False
ENSG00000230979,0,1,0,0,False
ENSG00000230979.3,0,1,0,0,False
ENSG00000230990.2,0,1,0,0,False
ENSG00000231039.2,0,1,0,0,False
ENSG00000231132,0,1,0,0,False
ENSG00000231188.1,0,1,0,0,False
ENSG00000231236.2,0,1,0,0,False
ENSG00000231252,0,1,0,0,False
ENSG00000231272.1,0,1,0,0,False
ENSG00000231398.1,0,1,0,0,False
ENSG00000231424,0,1,0,0,False
ENSG00000231424.3,0,1,0,0,False
ENSG00000231477.2,0,1,0,0,False
ENSG00000231482,0,1,0,0,False
ENSG00000231482.3,0,1,0,0,False
ENSG00000231505.1,0,1,0,0,False
ENSG00000231575.1,0,1,0,0,False
ENSG00000231606.2,0,1,0,0,False
ENSG00000231633.1,0,1,0,0,False
ENSG00000231703.2,0,1,0,0,False
ENSG00000231704,0,1,0,0,False
ENSG00000231731.7,0,1,0,0,False
ENSG00000231760,0,1,0,0,False
ENSG00000231762.1,0,1,0,0,False
ENSG00000231772,0,1,0,0,False
ENSG00000231772.5,0,1,0,0,False
ENSG00000231856,0,1,0,0,False
ENSG00000231873,0,1,0,0,False
ENSG00000231873.2,0,1,0,0,False
ENSG00000231880,0,1,0,0,False
ENSG00000231892,0,1,0,0,False
ENSG00000231912,0,1,0,0,False
ENSG00000231955.1,0,1,0,0,False
ENSG00000231964.1,0,1,0,0,False
ENSG00000232006.9,0,1,0,0,False
ENSG00000232034.1,0,1,0,0,False
ENSG00000232053.7,0,1,0,0,False
ENSG00000232072,0,1,0,0,False
ENSG00000232120.1,0,1,0,0,False
ENSG00000232124,0,1,0,0,False
ENSG00000232153.3,0,1,0,0,False
ENSG00000232184.1,0,1,0,0,False
ENSG00000232252.1,0,1,0,0,False
ENSG00000232271,0,1,0,0,False
ENSG00000232271.1,0,1,0,0,False
ENSG00000232344.2,0,1,0,0,False
ENSG00000232347,0,1,0,0,False
ENSG00000232377.1,0,1,0,0,False
ENSG00000232411,0,1,0,0,False
ENSG00000232413.1,0,1,0,0,False
ENSG00000232451,0,1,0,0,False
ENSG00000232499.2,0,1,0,0,False
ENSG00000232536,0,1,0,0,False
ENSG00000232555.2,0,1,0,0,False
ENSG00000232611,0,1,0,0,False
ENSG00000232626.3,0,1,0,0,False
ENSG00000232628,0,1,0,0,False
ENSG00000232633.4,0,1,0,0,False
ENSG00000232667.10,0,1,0,0,False
ENSG00000232682.2,0,1,0,0,False
ENSG00000232692.1,0,1,0,0,False
ENSG00000232811,0,1,0,0,False
ENSG00000232835,0,1,0,0,False
ENSG00000232855,0,1,0,0,False
ENSG00000232884,0,1,0,0,False
ENSG00000232895,0,1,0,0,False
ENSG00000232949.2,0,1,0,0,False
ENSG00000232978.2,0,1,0,0,False
ENSG00000232995,0,1,0,0,False
ENSG00000232995.7,0,1,0,0,False
ENSG00000233005,0,1,0,0,False
ENSG00000233005.2,0,1,0,0,False
ENSG00000233064,0,1,0,0,False
ENSG00000233078.1,0,1,0,0,False
ENSG00000233099.1,0,1,0,0,False
ENSG00000233178.7,0,1,0,0,False
ENSG00000233183,0,1,0,0,False
ENSG00000233219,0,1,0,0,False
ENSG00000233268.3,0,1,0,0,False
ENSG00000233290.3,0,1,0,0,False
ENSG00000233340.1,0,1,0,0,False
ENSG00000233406.5,0,1,0,0,False
ENSG00000233461,0,1,0,0,False
ENSG00000233558.1,0,1,0,0,False
ENSG00000233635,0,1,0,0,False
ENSG00000233635.2,0,1,0,0,False
ENSG00000233651.2,0,1,0,0,False
ENSG00000233668,0,1,0,0,False
ENSG00000233668.1,0,1,0,0,False
ENSG00000233776.5,0,1,0,0,False
ENSG00000233778.3,0,1,0,0,False
ENSG00000233783,0,1,0,0,False
ENSG00000233862,0,1,0,0,False
ENSG00000233870.1,0,1,0,0,False
ENSG00000233875.1,0,1,0,0,False
ENSG00000233877.2,0,1,0,0,False
ENSG00000233891.8,0,1,0,0,False
ENSG00000233912,0,1,0,0,False
ENSG00000233912.1,0,1,0,0,False
ENSG00000233928.6,0,1,0,0,False
ENSG00000233937,0,1,0,0,False
ENSG00000233968,0,1,0,0,False
ENSG00000233974.3,0,1,0,0,False
ENSG00000234004,0,1,0,0,False
ENSG00000234004.4,0,1,0,0,False
ENSG00000234026,0,1,0,0,False
ENSG00000234083,0,1,0,0,False
ENSG00000234139,0,1,0,0,False
ENSG00000234147,0,1,0,0,False
ENSG00000234149,0,1,0,0,False
ENSG00000234166,0,1,0,0,False
ENSG00000234173.1,0,1,0,0,False
ENSG00000234210,0,1,0,0,False
ENSG00000234261,0,1,0,0,False
ENSG00000234261.4,0,1,0,0,False
ENSG00000234275.4,0,1,0,0,False
ENSG00000234352,0,1,0,0,False
ENSG00000234352.9,0,1,0,0,False
ENSG00000234353,0,1,0,0,False
ENSG00000234396,0,1,0,0,False
ENSG00000234425,0,1,0,0,False
ENSG00000234428.2,0,1,0,0,False
ENSG00000234464.2,0,1,0,0,False
ENSG00000234504.2,0,1,0,0,False
ENSG00000234513,0,1,0,0,False
ENSG00000234520,0,1,0,0,False
ENSG00000234584,0,1,0,0,False
ENSG00000234648.1,0,1,0,0,False
ENSG00000234710.2,0,1,0,0,False
ENSG00000234712.1,0,1,0,0,False
ENSG00000234810,0,1,0,0,False
ENSG00000234810.4,0,1,0,0,False
ENSG00000234937.1,0,1,0,0,False
ENSG00000235020.5,0,1,0,0,False
ENSG00000235078,0,1,0,0,False
ENSG00000235085.3,0,1,0,0,False
ENSG00000235111,0,1,0,0,False
ENSG00000235111.1,0,1,0,0,False
ENSG00000235140.2,0,1,0,0,False
ENSG00000235146.2,0,1,0,0,False
ENSG00000235192,0,1,0,0,False
ENSG00000235277,0,1,0,0,False
ENSG00000235288.3,0,1,0,0,False
ENSG00000235292.2,0,1,0,0,False
ENSG00000235419,0,1,0,0,False
ENSG00000235426.2,0,1,0,0,False
ENSG00000235427,0,1,0,0,False
ENSG00000235494.2,0,1,0,0,False
ENSG00000235522,0,1,0,0,False
ENSG00000235538.3,0,1,0,0,False
ENSG00000235575,0,1,0,0,False
ENSG00000235582.2,0,1,0,0,False
ENSG00000235584,0,1,0,0,False
ENSG00000235609.7,0,1,0,0,False
ENSG00000235673.1,0,1,0,0,False
ENSG00000235736,0,1,0,0,False
ENSG00000235743.2,0,1,0,0,False
ENSG00000235774,0,1,0,0,False
ENSG00000235779.8,0,1,0,0,False
ENSG00000235795,0,1,0,0,False
ENSG00000235813.1,0,1,0,0,False
ENSG00000235902,0,1,0,0,False
ENSG00000235912.1,0,1,0,0,False
ENSG00000235978,0,1,0,0,False
ENSG00000235979,0,1,0,0,False
ENSG00000235979.9,0,1,0,0,False
ENSG00000235991.4,0,1,0,0,False
ENSG00000236018.2,0,1,0,0,False
ENSG00000236022.6,0,1,0,0,False
ENSG00000236064,0,1,0,0,False
ENSG00000236065.2,0,1,0,0,False
ENSG00000236069,0,1,0,0,False
ENSG00000236119.1,0,1,0,0,False
ENSG00000236230,0,1,0,0,False
ENSG00000236252.2,0,1,0,0,False
ENSG00000236283,0,1,0,0,False
ENSG00000236283.5,0,1,0,0,False
ENSG00000236304,0,1,0,0,False
ENSG00000236304.1,0,1,0,0,False
ENSG00000236341.1,0,1,0,0,False
ENSG00000236356.1,0,1,0,0,False
ENSG00000236358,0,1,0,0,False
ENSG00000236358.1,0,1,0,0,False
ENSG00000236449,0,1,0,0,False
ENSG00000236449.2,0,1,0,0,False
ENSG00000236451.3,0,1,0,0,False
ENSG00000236452.1,0,1,0,0,False
ENSG00000236528,0,1,0,0,False
ENSG00000236627,0,1,0,0,False
ENSG00000236627.1,0,1,0,0,False
ENSG00000236717.2,0,1,0,0,False
ENSG00000236744.2,0,1,0,0,False
ENSG00000236817.5,0,1,0,0,False
ENSG00000236833,0,1,0,0,False
ENSG00000236886.2,0,1,0,0,False
ENSG00000236924,0,1,0,0,False
ENSG00000236936,0,1,0,0,False
ENSG00000236986.6,0,1,0,0,False
ENSG00000237019,0,1,0,0,False
ENSG00000237031,0,1,0,0,False
ENSG00000237031.7,0,1,0,0,False
ENSG00000237070,0,1,0,0,False
ENSG00000237094.12,0,1,0,0,False
ENSG00000237101,0,1,0,0,False
ENSG00000237268.2,0,1,0,0,False
ENSG00000237312.2,0,1,0,0,False
ENSG00000237327.1,0,1,0,0,False
ENSG00000237356,0,1,0,0,False
ENSG00000237356.7,0,1,0,0,False
ENSG00000237359.2,0,1,0,0,False
ENSG00000237400.1,0,1,0,0,False
ENSG00000237413.5,0,1,0,0,False
ENSG00000237419,0,1,0,0,False
ENSG00000237422,0,1,0,0,False
ENSG00000237422.2,0,1,0,0,False
ENSG00000237461,0,1,0,0,False
ENSG00000237464.1,0,1,0,0,False
ENSG00000237473.2,0,1,0,0,False
ENSG00000237493.3,0,1,0,0,False
ENSG00000237513.2,0,1,0,0,False
ENSG00000237525.7,0,1,0,0,False
ENSG00000237529,0,1,0,0,False
ENSG00000237531,0,1,0,0,False
ENSG00000237550,0,1,0,0,False
ENSG00000237550.5,0,1,0,0,False
ENSG00000237612.1,0,1,0,0,False
ENSG00000237614,0,1,0,0,False
ENSG00000237689,0,1,0,0,False
ENSG00000237705.1,0,1,0,0,False
