"tool","sex","organ","as","cell_label2","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","count","median_cell_count","median_percentage"
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0001058: plasmacytoid dendritic cell, human:Interferon 1 positive","false","true",1,3.12,0.000651465798045603
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002062: type I pneumocyte","false","true",1,745.68,0.155700325732899
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002063: type II pneumocyte","false","true",1,835.068,0.174364820846906
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002063: type II pneumocyte:proliferating","false","true",2,835.068,0.174364820846906
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:1","false","true",1,95.316,0.0199022801302932
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:2","false","true",1,95.316,0.0199022801302932
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:differentiating","false","true",1,95.316,0.0199022801302932
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:mature","false","true",1,95.316,0.0199022801302932
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:proliferating","false","true",1,95.316,0.0199022801302932
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002144: EC general capillary","false","true",1,317.304,0.0662540716612378
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002241: pulmonary interstitial fibroblast","false","false",1,86.268,0.0180130293159609
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell","false","true",1,106.08,0.0221498371335505
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:1","false","true",1,106.08,0.0221498371335505
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:2","false","true",3,106.08,0.0221498371335505
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:3","false","true",2,106.08,0.0221498371335505
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:4","false","true",1,106.08,0.0221498371335505
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:5","false","true",1,106.08,0.0221498371335505
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002480: nasal mucosa goblet cell","false","false",1,0.156,0.0000325732899022801
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0002633: respiratory basal cell:resting","false","false",2,19.5,0.00407166123778502
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0005006: Ionocyte","false","true",1,7.176,0.00149837133550489
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0005012: multi-ciliated epithelial cell:nasal","false","false",2,59.748,0.0124755700325733
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0005012: multi-ciliated epithelial cell:respiratory system","false","false",1,59.748,0.0124755700325733
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:0009089: lung pericyte","false","true",1,75.66,0.0157980456026059
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:1000413: EC arterial","false","true",1,38.22,0.00798045602605863
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:1000414: EC venous pulmonary","false","true",1,13.728,0.00286644951140065
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:4028003: alveolar capillary type 2 endothelial cell","false","true",1,99.996,0.0208794788273616
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:4028004: alveolar type 1 fibroblast cell","false","true",1,520.572,0.108697068403909
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:4028006: alveolar type 2 fibroblast cell","false","true",1,208.884,0.0436156351791531
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:4033022: mucus secreting cell of bronchus submucosal gland","false","true",1,0.936,0.000195439739413681
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:4033023: airway submucosal gland collecting duct epithelial cell","false","true",1,0.156,0.0000325732899022801
"Azimuth","Male","Lung","Lateral Segmental Bronchus","CL:4033044: deuterosomal cell","false","true",1,0.312,0.0000651465798045603
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","ASCTB-TEMP:alveolar-m-proliferating: Alveolar Mφ proliferating","false","false",1,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","ASCTB-TEMP:interstitial-m-perivascular: Interstitial Mφ perivascular","false","false",1,79,0.00223897517288289
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","ASCTB-TEMP:monocyte-derived-m: Monocyte-derived Mφ","false","false",1,276,0.00782224237614783
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","ASCTB-TEMP:non-classical-monocytes: Non-classical monocytes","false","false",1,250,0.0070853644711484
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","ASCTB-TEMP:transitional-club-at2: Transitional Club-AT2","false","false",1,176,0.00498809658768847
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000084: T cell:cycling","false","true",2,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000084: T cell:proliferating","false","true",3,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000097: mast cell","false","true",1,75,0.00212560934134452
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000158: club cell:nasal","false","true",2,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000158: club cell:non-nasal","false","true",1,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000158: club cell:tracheobronchial","false","true",1,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000158: club cell:transitional alveolar type 2 epithelial cell","false","true",1,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000158: club:transitional AT2","false","true",1,3,0.0000850243736537807
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000186: myofibroblast cell","false","true",1,31,0.000878585194422401
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000192: smooth muscle cell","false","true",1,63,0.0017855118467294
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000192: smooth muscle cell:1","false","true",1,63,0.0017855118467294
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000192: smooth muscle cell:2","false","true",1,63,0.0017855118467294
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000192: smooth muscle cell:activated stress response","false","true",2,63,0.0017855118467294
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000236: B cell","false","true",1,39,0.00110531685749915
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000236: B cell:activated","false","true",1,39,0.00110531685749915
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell:1","false","true",1,712,0.0201791180138306
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell:2","false","true",1,712,0.0201791180138306
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000576: monocyte:1","false","true",1,116,0.00328760911461286
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000576: monocyte:2","false","true",1,116,0.00328760911461286
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000583: alveolar macrophage","false","true",1,1213,0.034378188414012
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000583: alveolar macrophage:proliferating","false","true",2,1213,0.034378188414012
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000623: natural killer cell","false","true",1,15,0.000425121868268904
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000623: natural killer cell:CD16-negative, CD56-dim","false","true",1,15,0.000425121868268904
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000623: natural killer cell:CD16-positive, CD56-negative","false","true",1,15,0.000425121868268904
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000623: natural killer cell:proliferating","false","true",3,15,0.000425121868268904
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000786: plasma cell","false","true",1,2,0.0000566829157691872
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000786: plasma cell: early precursor","false","true",1,2,0.0000566829157691872
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000786: plasma cell:committed light zone germinal center B cell","false","true",1,2,0.0000566829157691872
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000786: plasma cell:doublet","false","true",1,2,0.0000566829157691872
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:activated resident memory","false","true",1,467,0.0132354608321052
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:follicular","false","true",1,467,0.0132354608321052
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:Interferon positive","false","true",1,467,0.0132354608321052
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:resident memory","false","true",1,467,0.0132354608321052
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0001058: plasmacytoid dendritic cell, human","false","true",1,2,0.0000566829157691872
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0001058: plasmacytoid dendritic cell, human:Interferon 1 positive","false","true",1,2,0.0000566829157691872
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002062: type I pneumocyte","false","true",1,8770,0.248554585647886
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002063: type II pneumocyte","false","true",1,14162,0.401371726561614
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002063: type II pneumocyte:proliferating","false","true",2,14162,0.401371726561614
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:1","false","true",1,341,0.00966443713864641
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:2","false","true",1,341,0.00966443713864641
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:differentiating","false","true",1,341,0.00966443713864641
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:mature","false","true",1,341,0.00966443713864641
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:proliferating","false","true",1,341,0.00966443713864641
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002144: EC general capillary","false","true",1,2532,0.071760571363791
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell","false","true",1,217,0.00615009636095681
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:1","false","true",1,217,0.00615009636095681
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:2","false","true",3,217,0.00615009636095681
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:3","false","true",2,217,0.00615009636095681
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:4","false","true",1,217,0.00615009636095681
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:5","false","true",1,217,0.00615009636095681
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002480: nasal mucosa goblet cell","false","false",1,5,0.000141707289422968
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0002633: respiratory basal cell:resting","false","false",2,177,0.00501643804557306
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0005006: Ionocyte","false","true",1,1461,0.0414068699693912
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:nasal","false","false",2,1481,0.0419736991270831
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:respiratory system","false","false",1,1481,0.0419736991270831
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:0009089: lung pericyte","false","true",1,94,0.0026640970411518
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:1000413: EC arterial","false","true",1,459,0.0130087291690284
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:1000414: EC venous pulmonary","false","true",1,297,0.00841741299172429
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:4028003: alveolar capillary type 2 endothelial cell","false","true",1,265,0.0075104863394173
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:4028004: alveolar type 1 fibroblast cell","false","true",1,1408,0.0399047727015078
"Azimuth","Male","Lung","Left Apical Bronchopulmonary Segment","CL:4028006: alveolar type 2 fibroblast cell","false","true",1,90,0.00255073120961342
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:alveolar-m-proliferating: Alveolar Mφ proliferating","false","false",1,4,0.00000287486355717879
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:interstitial-m-perivascular: Interstitial Mφ perivascular","false","false",1,130.76,0.0000939792896841745
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:monocyte-derived-m: Monocyte-derived Mφ","false","false",1,1426.25,0.00102506853710656
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:non-classical-monocytes: Non-classical monocytes","false","false",1,3991.065,0.00286844183070794
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:transitional-club-at2: Transitional Club-AT2","false","false",1,3561.735,0.00255987553795705
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000084: T cell:cycling","false","true",2,14.68,0.0000105507492548461
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000084: T cell:proliferating","false","true",3,14.68,0.0000105507492548461
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000097: mast cell","false","true",1,2958.08,0.00212601909780486
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:nasal","false","true",2,949.11,0.000682140437688489
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:non-nasal","false","true",1,949.11,0.000682140437688489
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:tracheobronchial","false","true",1,949.11,0.000682140437688489
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:transitional alveolar type 2 epithelial cell","false","true",1,949.11,0.000682140437688489
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000158: club:transitional AT2","false","true",1,949.11,0.000682140437688489
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000186: myofibroblast cell","false","true",1,5395.925,0.00387813703494248
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell","false","true",1,10327.63,0.00742263177975659
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell:1","false","true",1,10327.63,0.00742263177975659
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell:2","false","true",1,10327.63,0.00742263177975659
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell:activated stress response","false","true",2,10327.63,0.00742263177975659
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000236: B cell","false","true",1,7287.79,0.005237850470843
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000236: B cell:activated","false","true",1,7287.79,0.005237850470843
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000313: seromucus secreting cell:submucosal gland nasal","false","false",1,734.425,0.000527842916995257
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000313: serous secreting cell","false","false",1,734.425,0.000527842916995257
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000313: serous secreting cell:nasal","false","false",1,734.425,0.000527842916995257
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell:1","false","true",1,77215.355,0.0554959025360307
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell:2","false","true",1,77215.355,0.0554959025360307
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000576: monocyte:1","false","true",1,6488.8,0.00466360366245543
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000576: monocyte:2","false","true",1,6488.8,0.00466360366245543
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000583: alveolar macrophage","false","true",1,2084.83,0.00149840044747826
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000583: alveolar macrophage:proliferating","false","true",2,2084.83,0.00149840044747826
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell","false","true",1,2021.055,0.00145256434163849
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell:CD16-negative, CD56-dim","false","true",1,2021.055,0.00145256434163849
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell:CD16-positive, CD56-negative","false","true",1,2021.055,0.00145256434163849
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell:proliferating","false","true",3,2021.055,0.00145256434163849
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000786: plasma cell","false","true",1,924.475,0.000664434871755714
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000786: plasma cell: early precursor","false","true",1,924.475,0.000664434871755714
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000786: plasma cell:committed light zone germinal center B cell","false","true",1,924.475,0.000664434871755714
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000786: plasma cell:doublet","false","true",1,924.475,0.000664434871755714
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:activated resident memory","false","true",1,69198.445,0.0497340219359851
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:follicular","false","true",1,69198.445,0.0497340219359851
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:Interferon positive","false","true",1,69198.445,0.0497340219359851
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:resident memory","false","true",1,69198.445,0.0497340219359851
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0001058: plasmacytoid dendritic cell, human","false","true",1,389.925,0.000280245293133235
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0001058: plasmacytoid dendritic cell, human:Interferon 1 positive","false","true",1,389.925,0.000280245293133235
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002062: type I pneumocyte","false","true",1,267076.42,0.191952066709944
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002063: type II pneumocyte","false","true",1,109589.725,0.0787638766609362
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002063: type II pneumocyte:proliferating","false","true",2,109589.725,0.0787638766609362
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002075: brush cell of trachebronchial tree","false","false",1,240.73,0.000173016476029912
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:1","false","true",1,11062.92,0.00795109638599608
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:2","false","true",1,11062.92,0.00795109638599608
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:differentiating","false","true",1,11062.92,0.00795109638599608
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:mature","false","true",1,11062.92,0.00795109638599608
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:proliferating","false","true",1,11062.92,0.00795109638599608
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002144: EC general capillary","false","true",1,418701.26,0.30092724842971
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002241: pulmonary interstitial fibroblast","false","false",1,1.995,0.00000143383819914292
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell","false","true",1,6455.84,0.00463991478674427
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:1","false","true",1,6455.84,0.00463991478674427
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:2","false","true",3,6455.84,0.00463991478674427
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:3","false","true",2,6455.84,0.00463991478674427
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:4","false","true",1,6455.84,0.00463991478674427
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:5","false","true",1,6455.84,0.00463991478674427
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002480: nasal mucosa goblet cell","false","false",1,1308.925,0.000940745195395061
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0002633: respiratory basal cell:resting","false","false",2,10912.51,0.00784299432908727
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0005006: Ionocyte","false","true",1,31187.565,0.0224149985139112
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:nasal","false","false",2,128844.195,0.0926023701898843
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:respiratory system","false","false",1,128844.195,0.0926023701898843
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0009089: lung pericyte","false","true",1,19100.29,0.0137276819131366
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:0019003: tracheobronchial goblet cell","false","true",1,64.18,0.0000461271857749336
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:1000413: EC arterial","false","true",1,31768.835,0.0228327664988815
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:1000414: EC venous pulmonary","false","true",1,63354.565,0.0455339325248537
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4028003: alveolar capillary type 2 endothelial cell","false","true",1,13429.14,0.00965173629756298
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4028004: alveolar type 1 fibroblast cell","false","true",1,68349.84,0.0491241160387502
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4028006: alveolar type 2 fibroblast cell","false","true",1,14488.86,0.0104133738997664
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4033005: serous secreting cell of bronchus submucosal gland","false","true",1,147.96,0.000106341202980043
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4033022: mucus secreting cell of bronchus submucosal gland","false","true",1,45.18,0.0000324715838783344
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4033023: airway submucosal gland collecting duct epithelial cell","false","true",1,45.26,0.000032529081149478
"Azimuth","Male","Lung","Medial Bronchopulmonary Segment","CL:4033044: deuterosomal cell","false","true",1,89.85,0.0000645766226531285
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000037: hematopoietic stem cell","false","true",1,0.966,0.000126582278481013
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000084: T cell:cycling","false","true",1,0.966,0.000126582278481013
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000084: T cell:proliferating","false","true",1,0.966,0.000126582278481013
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000097: mast cell","false","true",1,12.075,0.00158227848101266
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000158: club cell:hillock-like","false","true",1,112.539,0.014746835443038
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000158: club cell:nasal","false","true",1,112.539,0.014746835443038
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000158: club cell:non-nasal","false","true",1,112.539,0.014746835443038
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000165: neuroendocrine cell","false","true",1,10.626,0.00139240506329114
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000186: myofibroblast cell","false","true",1,112.056,0.0146835443037975
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000192: smooth muscle cell","false","true",1,110.124,0.0144303797468354
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000192: smooth muscle cell:FAM83D+","false","true",1,110.124,0.0144303797468354
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000236: B cell","false","true",4,199.962,0.0262025316455696
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000236: B cell:age-associated","false","true",2,199.962,0.0262025316455696
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000236: B cell:low quality","false","true",1,199.962,0.0262025316455696
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000313: serous secreting cell:activated","false","false",1,3.381,0.000443037974683544
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000313: serous secreting cell:nasal","false","false",1,3.381,0.000443037974683544
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell","false","true",1,541.443,0.0709493670886076
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000576: monocyte","false","true",1,9.177,0.00120253164556962
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000583: alveolar macrophage","false","true",1,258.405,0.0338607594936709
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000583: alveolar macrophage:proliferating","false","true",1,258.405,0.0338607594936709
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000623: natural killer cell","false","true",1,135.723,0.0177848101265823
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000623: natural killer cell: liver tissue resident","false","true",1,135.723,0.0177848101265823
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000623: natural killer cell:cycling","false","true",1,135.723,0.0177848101265823
"CellTypist","Female","Lung","Lateral Bronchopulmonary Segment","CL:0000669: pericyte","false","true",3,213.969,0.0280379746835443
