dataset_id,organ,is_rui_registered,assay_type,publication_status,group_name,uuid
HBM577.MLXR.843,Kidney (Right),False,10X Multiome,QA,Washington University Kidney TMC,4e9d7fb4f415d1563fa63d04ee7e3513
HBM454.KPSG.437,Kidney (Right),False,10X Multiome [Salmon + ArchR + Muon],Error,Washington University Kidney TMC,3c3614e7f001914514b64d70d922cdf4
HBM965.JTPJ.645,Lung (Left),False,SNARE-seq2 [Salmon + ArchR + Muon],Error,University of California San Diego TMC,520269ec06bb20d696ae5086408350b6
HBM948.NVLZ.246,Lung (Left),False,SNARE-seq2 [Salmon + ArchR + Muon],Error,University of California San Diego TMC,cc980591411876f3bfe570725f3f9678
HBM344.WHBR.222,Kidney (Right),False,10X Multiome [Salmon + ArchR + Muon],Error,Washington University Kidney TMC,ad17efd23c14c6fa9ea882b821686294
HBM356.XXCV.659,Kidney (Right),False,10X Multiome,QA,Washington University Kidney TMC,1368e69549c48dd2de292b95b3588f9a
HBM532.SXCD.784,Kidney (Right),False,ATACseq,QA,Washington University Kidney TMC,76bc3560c6015cabeb324dd0c85d64cb
HBM733.CKBH.677,Kidney (Right),False,RNAseq,QA,Washington University Kidney TMC,62b57f3a698a29632181d307213accce
HBM253.SRDP.773,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,b27e4dcc9aeeb789e5cfe24caad8f6b8
HBM565.DWBV.848,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,b88859fc8502d07d80d19bdd371eb076
HBM574.CQMK.775,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,bc4ff9b0b9717b6d3f6c45ff4b0e8f19
HBM287.CRWK.379,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,9f1b3351dd7cbbc2f2c8615fc44774ee
HBM447.KGGP.557,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,3b9287055ba410031047a3701c80efa6
HBM677.XPFW.875,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,68292fbf5e7991196004d4de83339363
HBM299.PNZM.646,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,8f1cea13aacd6d3cc1810ef36cc41d91
HBM524.SBGZ.284,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,413c239dceb0fc5bce7f2d94b37a3ed7
HBM345.BLBD.772,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,c914c7d08bb90262da4d071e2f1b42b4
HBM633.DKQR.882,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,7d604ca7823cde8e62c1ac9d4db82812
HBM845.NQBJ.686,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,a53f16602c3d2a8b39f87bf5d56ec237
HBM394.BSZQ.787,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,29082de3c1e86432e81b043ac50b6efc
HBM932.VRDD.433,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,51f28ee4569ad4d46735b31b6c8d31be
HBM547.PCBN.777,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,492e2cdce2c41e5faf81e6479075ce17
HBM487.DXBS.454,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,4a5e05f045a69cc0ecc01e213dd52c35
HBM982.FKJC.564,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,f94d1d51faa3522a130a62d7216f9237
HBM594.LNSL.293,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,8cab270ecc8ab2b7c86446f7da48c832
HBM563.GLJR.242,Lung (Right),False,RNAseq [Salmon],QA,University of California San Diego TMC,06fdc4b818c8fb40754fc56654244304
HBM979.CFZG.754,Kidney (Right),False,10X Multiome,QA,Washington University Kidney TMC,c2091f8903a8cb615ac5f719418e19de
HBM853.QJVK.942,Kidney (Right),False,ATACseq,QA,Washington University Kidney TMC,9d2fed4190a10576006d47d3dc00e701
HBM228.RPLZ.847,Kidney (Right),False,RNAseq,QA,Washington University Kidney TMC,1d9eef615acdf2e0009e5d2d1e8430f7
HBM484.WBFN.465,Kidney (Left),False,SNARE-seq2 [Salmon + ArchR + Muon],Error,University of California San Diego TMC,99637c7348cea72595b43ca6d67fa744
HBM338.ZSSZ.366,Kidney (Right),False,10X Multiome [Salmon + ArchR + Muon],Error,Washington University Kidney TMC,c6552a8ac69e0e9e11571a556a0a8881
HBM263.NGZD.843,Kidney (Left),False,SNARE-seq2 [Salmon + ArchR + Muon],Error,University of California San Diego TMC,1d6f5f5edbc6d83d1941b57985cf7f36
HBM634.BBDV.348,Kidney (Right),False,10X Multiome,QA,Washington University Kidney TMC,5cc10125eb80fdb08b423ce7158245bc
HBM774.CMMJ.887,Skin,False,Cell DIVE [DeepCell + SPRM],QA,General Electric RTI,bdfc4cedda92325af450685e722812f4
HBM528.KHNM.234,Skin,False,Cell DIVE [DeepCell + SPRM],Error,General Electric RTI,3901b3682111419cfaa2517fd5c3547d
HBM463.NFZS.272,Skin,False,Cell DIVE [DeepCell + SPRM],QA,General Electric RTI,c8a8b8d6b53c653abedbb2e3205d71ec
HBM743.KXCF.274,Skin,False,Cell DIVE [DeepCell + SPRM],QA,General Electric RTI,c9d22353b1f5b87fbf1a3efbc8eda3ea
HBM399.VCTL.353,Lung (Right),False,Histology,Published,University of Rochester Medical Center TMC,7036a70229eff1a51af965454dddbe7d
HBM399.SNVK.878,Lung (Right),False,Histology [Image Pyramid],Published,University of Rochester Medical Center TMC,c15f813973ff7b6f1a7e674022119733
HBM958.BSRD.754,Large Intestine,False,Histology,Published,Stanford TMC,aed6880fb3725de9e945aa2ad648f48e
HBM234.VPWQ.726,Large Intestine,False,Histology,Published,Stanford TMC,ca302925f00d722ef17b488cc334f5e7
HBM875.HFPV.296,Large Intestine,False,Histology,Published,Stanford TMC,b0c21c4002cf2d14e7c9a2b7aafb1c49
HBM793.KBHR.474,Large Intestine,False,Histology,Published,Stanford TMC,bfda5e0865a839a9772522ef97cbca08
HBM579.LPXF.362,Small Intestine,False,Histology,Published,Stanford TMC,57b475b8ad39fa2cf07ede0cf192b2f6
HBM468.MSNF.488,Small Intestine,False,Histology,Published,Stanford TMC,baf976734dd652208d13134bc5c4594b
HBM737.WJPM.259,Small Intestine,False,Histology,Published,Stanford TMC,9fa780b7403c4b046b2037aa241843dc
HBM433.HNSG.424,Small Intestine,False,Histology,Published,Stanford TMC,856aa4e05b68a78411a2e20f26d3a574
HBM432.DGFJ.894,Large Intestine,False,Histology,Published,Stanford TMC,75db10a5e30a41bb0513b8efd5d2bca8
HBM282.KJSW.296,Small Intestine,False,Histology,Published,Stanford TMC,9b9e520cb948b0be56c046749d7751af
HBM284.RVLB.496,Large Intestine,False,Histology,Published,Stanford TMC,ac31408424ab942ab90be38fd5baab48
HBM369.GXKB.469,Small Intestine,False,Histology,Published,Stanford TMC,e4a70a43860af3fc2c181e1fddae6274
HBM832.KTWN.492,Small Intestine,False,Histology,Published,Stanford TMC,b8829cef1c0a2fe722b2eb2b34aa1839
HBM352.RVLT.294,Large Intestine,False,Histology,Published,Stanford TMC,5ef294eb9e47459423f71434f1b36d5d
HBM459.NXMV.864,Large Intestine,False,Histology,Published,Stanford TMC,66921ae1bb19ad3e3f4b18b741244a57
HBM223.JLJG.453,Small Intestine,False,Histology,Published,Stanford TMC,3c8f730eda9d2f497d5f992c95b89c40
HBM963.LMFW.393,Small Intestine,False,Histology,Published,Stanford TMC,2d331a2f467dcfebb2710e3545bce4b5
HBM656.GHJC.825,Large Intestine,False,Histology,Published,Stanford TMC,015153e7afb510d8624ee9f5fcad121d
HBM543.RPDK.653,Large Intestine,False,Histology,Published,Stanford TMC,1d94d276f09e578790cf9392177f7242
HBM239.ZMMV.556,Large Intestine,False,Histology,Published,Stanford TMC,ac66fe681157e71de27e0596bbb4dbb2
HBM836.CLMN.222,Small Intestine,False,Histology,Published,Stanford TMC,0845912877596e21bfbedeea4f7c1f54
HBM886.SLWT.359,Small Intestine,False,Histology,Published,Stanford TMC,b5d2915aabbfea2ab0639081d28491bf
HBM363.TMXW.364,Large Intestine,False,Histology,Published,Stanford TMC,5f344a34931a6da42af81b705b01ac9a
HBM974.CRTF.898,Small Intestine,False,Histology,Published,Stanford TMC,861100351ea701536c756529ca8633fb
HBM557.XLRH.388,Small Intestine,False,Histology,Published,Stanford TMC,0293189a4d08f091ee934e11aed24583
HBM455.DQXC.869,Large Intestine,False,Histology,Published,Stanford TMC,92e6abffa3805515a734d55c20d6247d
HBM642.LCZP.426,Small Intestine,False,Histology,Published,Stanford TMC,a45eefc99f4b0ca85a2484f23de3d71d
HBM574.SQCW.844,Large Intestine,False,Histology,Published,Stanford TMC,f9e9d1c20debe6740e5c1c18b03ca087
HBM953.MPGH.969,Large Intestine,False,Histology,Published,Stanford TMC,9c2bd56273b1400e9249eaec12290b14
HBM329.DVLL.824,Large Intestine,False,Histology,Published,Stanford TMC,fcdfcc39dd05a9ed003880aad14bf881
HBM545.CPHM.635,Small Intestine,False,Histology,Published,Stanford TMC,57714bef62e59254797c4cfc04d25624
HBM943.KNBG.869,Small Intestine,False,Histology,Published,Stanford TMC,4e6c75e2eebad9c246f7d990fca2f11e
HBM556.FCXC.374,Large Intestine,False,Histology,Published,Stanford TMC,3ae25fa8e194aa37a1ffed64bf9143aa
HBM863.BSPG.254,Large Intestine,False,Histology,Published,Stanford TMC,904950378ddfbe5926c3cdbc75d7f499
HBM536.TFXK.432,Small Intestine,False,Histology,Published,Stanford TMC,422ffcf23466f1d264c2e5e8352bb07a
HBM668.QXCW.968,Small Intestine,False,Histology,Published,Stanford TMC,ab07fe937fe55a6a5eb0b7de9c28396b
HBM293.SHKZ.697,Small Intestine,False,Histology,Published,Stanford TMC,5921d70f96da15562aa8a9a45bb0bffc
HBM377.QRQB.756,Small Intestine,False,Histology,Published,Stanford TMC,fab6f8e84902cdb54b440170c6672d29
HBM898.QQRK.339,Large Intestine,False,Histology,Published,Stanford TMC,cb9e93f6d1a9e0321c3cff70b53749fd
HBM877.FJQB.624,Small Intestine,False,Histology,Published,Stanford TMC,d25ced2d7a08a59cf31ef5c03466bfd6
HBM775.NRRC.689,Large Intestine,False,Histology,Published,Stanford TMC,3686680c2377f083c1fd34d20cf2c429
HBM726.DSKB.293,Small Intestine,False,Histology,Published,Stanford TMC,d6278db417af49837cfb0538aff3ef2b
HBM639.XTTG.979,Small Intestine,False,Histology,Published,Stanford TMC,80a6adc895d494fd968f32e80408c46c
HBM949.WHSQ.595,Small Intestine,False,Histology,Published,Stanford TMC,d55b275ac1c70a683fc2f2704abf4a8a
HBM497.XXNW.493,Large Intestine,False,Histology,Published,Stanford TMC,04f132e060cbbc929cb3a1e48cc334a6
HBM258.NNHS.392,Large Intestine,False,Histology,Published,Stanford TMC,d79c709126025287d35e271ad33470e5
HBM852.MLJT.759,Large Intestine,False,Histology,Published,Stanford TMC,5c0753756a1dc7a6d7e2e514cf8b0557
HBM693.VGQG.275,Small Intestine,False,Histology,Published,Stanford TMC,4a8b0b107110880ea5c9b1e31370cdcf
HBM287.GHTV.496,Large Intestine,False,Histology,Published,Stanford TMC,d42b8444c439e72b699020e3584fe732
HBM442.BSXP.292,Small Intestine,False,Histology,Published,Stanford TMC,f0a0da64a2c472bfb9c2aa8fb97c2878
HBM458.SXBD.528,Small Intestine,False,Histology,Published,Stanford TMC,564167adbbb2fdd64c24e7ea409c23f1
HBM953.RPWZ.354,Small Intestine,False,Histology,Published,Stanford TMC,6d5f8f35ce9de938ca335aca9bc79bfc
HBM354.CLWV.743,Large Intestine,False,Histology,Published,Stanford TMC,f5e95d2148ab18e97e3a926f4b9291df
HBM348.QZRB.438,Large Intestine,False,Histology,Published,Stanford TMC,06d21d70f69fc2d65d8f3b4d3fe23946
HBM499.FFRG.246,Large Intestine,False,Histology,Published,Stanford TMC,afb0f634a422970e31c8bc724242ee11
HBM855.HTCX.566,Large Intestine,False,Histology,Published,Stanford TMC,9325e4b5afb747691be057c06d41a32a
HBM439.TLPV.778,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,bf123a6df8a219a810b66c87763cb2d2
HBM337.VXFB.827,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,1f689bc038965bfa14ee18a619dd7553
HBM728.ZJSW.363,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,72eca672096fd7af1d229de1db82ade8
HBM386.KWWK.452,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,a3fce1c1d739a071b11401c8740de119
HBM793.QKRN.323,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,c07a0d9582be42a3ead401c7bd6cbd29
HBM727.PRBC.868,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,c7ae42b346f924a2578a6ef8d5b5093e
HBM479.FKDT.938,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,bb818862d2f7c1ca1304fa7bcddf5745
HBM876.QGFS.795,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,f4b653285898ef8f543bb6656b32bf6f
HBM853.CZKK.264,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,c5b3d095a58ec16b9f761854e234640b
HBM737.HCSZ.948,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,cca3a6bbfe90fdb4252b0c3a02422798
HBM868.HTHD.926,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,6bb0accd82c3656ba54e5fa3664aa381
HBM683.HXGJ.987,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,2d2596f5ba6d90cc62f4b3bece22e0f7
HBM956.QSTV.687,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,89248c25518946fa4f19cc999e7f2ef2
HBM639.XCRQ.269,Fallopian Tube (Left),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,b55d0686591a75a0caa127e291538513
HBM988.BLRG.397,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,e82d1073856a8deb7ad06d730b3a1af0
HBM649.KFQW.564,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,6983820a79307a07efc66ec9fb6c30fb
HBM886.PZQM.989,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,4abee41e3e8e3a4139cd8cbccc38fe50
HBM979.BWMM.965,Fallopian Tube (Left),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,aab1c1f99752f7806d8f3c9a2c9fdc50
HBM763.NRMK.225,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,3cd3d417b3d3cdbcd05c07a749b5f748
HBM859.BPVD.895,Fallopian Tube (Left),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,10e84b38a9e1ae2069e31eb3a352ae4f
HBM632.SNZQ.526,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,14ebdf97963235f2bfecec4a83078fae
HBM376.GJNR.854,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,452a6c41ddede93685849297ec89d352
HBM425.ZCWJ.567,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,757fc1a042cf3d1ce907b8e04404ee28
HBM258.HJKZ.443,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,09c290f956625f0fcb59591559c8393d
HBM637.GMTW.463,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,114f9314b48a1a46c05ed3008f0f0e96
HBM456.CVLM.899,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,cdb0a7d80f78459974e19a6b84478e8d
HBM947.TJDW.784,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,174adf602a85a3fd83cb3f1f98d68cc0
HBM666.GFSH.932,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,54430e40e96389589a8109a44eff76d2
HBM593.ZKLP.388,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,3852144756d4f875a7eb7aa3a6cedee0
HBM683.JZGN.384,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,c06c7ccc6bdd674e02165e6fa0c4ee15
HBM939.ZBNZ.292,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,33f9fa30584846e5760733c78fe6c6c2
HBM854.BLLT.979,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,7889683d10ec94dca419bbb896d6a5ac
HBM422.MKXP.947,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,c9eeba722cf226155adf99fbf165283e
HBM798.MBMV.858,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,f4b0c57c5b223137cd88c01c80c2a55d
HBM925.PCQP.479,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,3faf1f1780f775bb6a810ab50473305f
HBM786.JCFH.794,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,31f18bc0adcb4cbb4750dd87622ed187
HBM669.SVCH.595,Fallopian Tube (Left),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,0c418cdc5909ca2e35ff692deb20a39d
HBM432.JZDR.486,Fallopian Tube (Left),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,5568b60e582eea03b5f0ab778b38d87c
HBM673.PXPD.237,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,142d13c5ed923c5c5d88e2ba94e5c5d4
HBM886.FLNL.228,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,4a2f4f6293d4d779ccb17443a1ae91f2
HBM454.FHWT.927,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,9fe8c98b5a437911b9bba9b4615e7879
HBM699.XKTJ.744,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,58443cc6c945355f3d9228587275cfeb
HBM646.JSDK.682,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,d6311a7028ca56dcecf7ab05945f160b
HBM568.PRLQ.723,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,9684c0826030d5ea0cdf83a490d20c20
HBM424.RKDC.778,Uterus,False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,c0d72a90299f1538f63c4a178bc360d6
HBM557.JVMC.365,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,e7eb3a94fe315b5281f0c70f792e7e5a
HBM892.KZHW.842,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,914abe485db811dac20126f3949ee11a
HBM338.PCPS.777,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,0c1cb484666da1e626776708614d6a9f
HBM478.PGXB.486,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,29392d6236a97c77db3294cb250b443d
HBM279.QKDV.666,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,309be8ab4ab98dccf209c9ad05fb806d
HBM862.NPZL.927,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,23d0b446720d22c78e0746bbe1519ae8
HBM899.CBJH.542,Fallopian Tube (Right),False,RNAseq [Salmon],Published,TMC - University of California San Diego focusing on female reproduction,1f115b64420891858ca2979fd28d0781
HBM492.XJXJ.962,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,bc3d87179e3f3599e7dc08eed064d182
HBM849.QHSK.662,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,9738453b7617b03e403534129b275d79
HBM728.SCTH.288,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,dbfc029a19eaca3e239f4b9bd52b50a0
HBM323.KVDW.972,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,a4cf368dd4f4e7fbe7008759ffbdbed3
HBM349.QTSG.343,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,c3698a8ba7fcb79c95f0186d1eda7be4
HBM866.BBLP.642,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,41bbe16b898f30aae9044b72b1b628a9
HBM378.PFRQ.437,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,9a8a4329fd7f85c6766d7535ef363e68
HBM738.LXSV.774,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,b38a2cadf64189037c2b7ecc2abd0e8e
HBM625.LZWZ.735,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,76ddc0905fccb503861acdc60d573696
HBM469.JPZW.348,Fallopian Tube (Left),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,621369e80031fa903a0f2710314df850
HBM529.KBNJ.795,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,557f497e8439adf4e08b882a7c0e639a
HBM879.GHRC.483,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,7f338090c0eab3c900c44901e5162157
HBM858.MSXP.549,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,ae20bf97c9f9d3c6bdea37dd8fff4a50
HBM526.RQXD.624,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,0706f830a57d4984118dde60b78b9fb5
HBM854.ZQPQ.876,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,01b45f47ab95287388994745fff93325
HBM234.PZBH.623,Fallopian Tube (Left),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,5474d8d85257a1678f202dafe304a625
HBM392.DQHT.336,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,35f4c7bff68fbe7247bcb52c8489f641
HBM768.MQRR.426,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,08ea1fd8ba0c20c00bf9e56a69118e15
HBM798.QLRR.834,Fallopian Tube (Right),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,0681ee2722b8ffe61785f866f58f162b
HBM784.FWLR.569,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,8c3879f20bf8fd3fba26dada635d235a
HBM466.PXFF.345,Uterus,False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,92a807c6b289b12d5d3d62f622e64e2d
HBM775.THHP.446,Fallopian Tube (Left),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,394f9d754c33f334b2b8aada846d7f0a
HBM885.NJQS.626,Fallopian Tube (Left),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,187bbd0c36bfcd9ea9602cec275b717c
HBM966.XNDD.888,Fallopian Tube (Left),False,RNAseq,Published,TMC - University of California San Diego focusing on female reproduction,85e603fdb560f02fa1319291343468a1
HBM782.WRBP.463,Uterus,False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,792f6c039f9f0dc5c32f6f4577399c9b
HBM536.JNBW.559,Fallopian Tube (Right),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,33705f0784fca6db895cca4e3a13bb9c
HBM365.GJPS.725,Fallopian Tube (Left),False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,9a09ef218b27f0df22f98d8d38013add
HBM674.GDGG.247,Uterus,False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,5e300f502570911fe52b6297219a7e27
HBM896.FJHV.265,Uterus,False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,34fe9c0dab28e08594ae8608f09ac9dc
HBM629.WVRH.994,Uterus,False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,7c9726874dd23c9c7b4c0ad8c43cf14b
HBM833.KPFQ.492,Fallopian Tube (Right),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,ebe3f00de9cc0dc5db3fd1ee11b1349b
HBM685.QVMS.844,Uterus,False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,55b41c9aaadf9badc82321697c0454ef
HBM466.WZRW.832,Fallopian Tube (Right),False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,a79b47ebdd1fe32b51f1b5d6639efce6
HBM727.QQHL.766,Uterus,False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,93f7cf770480cfd8d1639744640b2f64
HBM575.LSCF.667,Fallopian Tube (Right),False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,908771a0f8f43b2cfe969b75269bcf33
HBM884.SQMC.963,Fallopian Tube (Right),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,e6f8f61dd99b3cdf9e2b083f535997c8
HBM823.RGPM.675,Fallopian Tube (Right),False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,2720b3ebaee6177cfe716b4b33479539
HBM689.PRPC.959,Fallopian Tube (Right),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,2ffc818343b008daea6bebaa1e5c3fc9
HBM559.FDXJ.345,Fallopian Tube (Right),False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,26fd5dd85f107b5d0f4e8da3802e9df0
HBM654.TPZT.686,Uterus,False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,f32019ce16cfdb8efadece0a70d43ba8
HBM533.XSCH.597,Uterus,False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,5465d40cd2c44e8d765a2052a7e558af
HBM438.DLHF.858,Uterus,False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,b15c9ccb9a687a3f687a6b242a449ee2
HBM455.KBSC.475,Uterus,False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,0f62a1a9f1fb0826fe7d0034cfd8e8f5
HBM563.QTNK.553,Uterus,False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,14a551a6b1b3f3dfa668bf89a47cb200
HBM939.KWKH.229,Uterus,False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,2fdb1a2eb2e0e546f3620b02e003c7d7
HBM375.GQXC.887,Fallopian Tube (Right),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,13bddc5e0d3cad8ed0bc791b5a8028a2
HBM272.RRTB.465,Fallopian Tube (Right),False,ATACseq,Published,TMC - University of California San Diego focusing on female reproduction,b6afe099b852d7896cce8cf7ba50db8b
HBM693.LJGP.426,Fallopian Tube (Right),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,e2f148ec09fff5066ebfcad691ff05b3
HBM787.NNHG.376,Fallopian Tube (Left),False,ATACseq [BWA + MACS2],Published,TMC - University of California San Diego focusing on female reproduction,620dcf1696f372749aa3e50456bf905e
